key_id,stadium_id,stadium_name,city_name,country_name,stadium_capacity,stadium_wikipedia_link,city_wikipedia_link
35,S-035,New Plaza Stadium,Foshan,China,14000,https://en.wikipedia.org/wiki/New_Plaza_Stadium,https://en.wikipedia.org/wiki/Foshan
36,S-036,Gaungdong Provincial Stadium,Guangzhou,China,25000,https://en.wikipedia.org/wiki/Guangdong_Provincial_People's_Stadium,https://en.wikipedia.org/wiki/Guangzhou
37,S-037,Guangdong Provincial Stadium,Guangzhou,China,25000,https://en.wikipedia.org/wiki/Guangdong_Provincial_People's_Stadium,https://en.wikipedia.org/wiki/Guangzhou
38,S-038,Tainhe Stadium,Guangzhou,China,60000,https://en.wikipedia.org/wiki/Tianhe_Stadium,https://en.wikipedia.org/wiki/Guangzhou
39,S-039,Tianhe Stadium,Guangzhou,China,60000,https://en.wikipedia.org/wiki/Tianhe_Stadium,https://en.wikipedia.org/wiki/Guangzhou
40,S-040,Ying Tung Stadium,Guangzhou,China,15000,https://en.wikipedia.org/wiki/Henry_Fok_Stadium,https://en.wikipedia.org/wiki/Guangzhou
41,S-041,Yellow Dragon Sports Center,Hangzhou,China,51000,https://en.wikipedia.org/wiki/Yellow_Dragon_Sports_Center,https://en.wikipedia.org/wiki/Hangzhou
42,S-042,Jiangmen Stadium,Jiangmen,China,13000,https://en.wikipedia.org/wiki/Jiangmen_Stadium,https://en.wikipedia.org/wiki/Jiangmen
43,S-043,Hongkou Football Stadium,Shanghai,China,33000,https://en.wikipedia.org/wiki/Hongkou_Football_Stadium,https://en.wikipedia.org/wiki/Shanghai
44,S-044,Tianjin Olympic Center,Tianjin,China,60000,https://en.wikipedia.org/wiki/Tianjin_Olympic_Center,https://en.wikipedia.org/wiki/Tianjin
45,S-045,Wuhan Sports Center,Wuhan,China,60000,https://en.wikipedia.org/wiki/Wuhan_Sports_Center,https://en.wikipedia.org/wiki/Wuhan
46,S-046,Zhongshan Stadium,Zhongshan,China,12000,https://en.wikipedia.org/wiki/Zhongshan_Sports_Center_Stadium,https://en.wikipedia.org/wiki/Zhongshan
47,S-047,Villa Park,Birmingham,England,52000,https://en.wikipedia.org/wiki/Villa_Park,https://en.wikipedia.org/wiki/Birmingham
48,S-048,Goodison Park,Liverpool,England,50000,https://en.wikipedia.org/wiki/Goodison_Park,https://en.wikipedia.org/wiki/Liverpool
49,S-049,Wembley Stadium,London,England,99000,https://en.wikipedia.org/wiki/Wembley_Stadium_(1923),https://en.wikipedia.org/wiki/London
50,S-050,White City Stadium,London,England,77000,https://en.wikipedia.org/wiki/White_City_Stadium,https://en.wikipedia.org/wiki/London
51,S-051,Old Trafford,Manchester,England,58000,https://en.wikipedia.org/wiki/Old_Trafford,https://en.wikipedia.org/wiki/Manchester
52,S-052,Ayresome Park,Middlesbrough,England,40000,https://en.wikipedia.org/wiki/Ayresome_Park,https://en.wikipedia.org/wiki/Middlesbrough
53,S-053,Hillsborough Stadium,Sheffield,England,43000,https://en.wikipedia.org/wiki/Hillsborough_Stadium,https://en.wikipedia.org/wiki/Sheffield
54,S-054,Roker Park,Sunderland,England,40000,https://en.wikipedia.org/wiki/Roker_Park,https://en.wikipedia.org/wiki/Sunderland
55,S-055,Stade du Fort Carré,Antibes,France,7000,https://en.wikipedia.org/wiki/Stade_du_Fort_Carré,https://en.wikipedia.org/wiki/Antibes
56,S-056,Stade du Parc Lescure,Bordeaux,France,35000,https://en.wikipedia.org/wiki/Stade_Chaban-Delmas,https://en.wikipedia.org/wiki/Bordeaux
57,S-057,Stade des Alpes,Grenoble,France,18000,https://en.wikipedia.org/wiki/Stade_des_Alpes,https://en.wikipedia.org/wiki/Grenoble
58,S-058,Stade Jules Deschaseaux,Le Havre,France,22000,https://en.wikipedia.org/wiki/Stade_Jules_Deschaseaux,https://en.wikipedia.org/wiki/Le_Havre
59,S-059,Stade Océane,Le Havre,France,24000,https://en.wikipedia.org/wiki/Stade_Océane,https://en.wikipedia.org/wiki/Le_Havre
60,S-060,Stade Félix-Bollaert,Lens,France,41000,https://en.wikipedia.org/wiki/Stade_Bollaert-Delelis,"https://en.wikipedia.org/wiki/Lens,_Pas-de-Calais"
61,S-061,Stade Victor Boucquey,Lille,France,15000,https://en.wikipedia.org/wiki/Stade_Henri-Jooris,https://en.wikipedia.org/wiki/Lille
62,S-062,Parc Olympique Lyonnais,Lyon,France,58000,https://en.wikipedia.org/wiki/Parc_Olympique_Lyonnais,https://en.wikipedia.org/wiki/Lyon
63,S-063,Stade de Gerland,Lyon,France,44000,https://en.wikipedia.org/wiki/Stade_de_Gerland,https://en.wikipedia.org/wiki/Lyon
64,S-064,Stade Vélodrome,Marseille,France,60000,https://en.wikipedia.org/wiki/Stade_Vélodrome,https://en.wikipedia.org/wiki/Marseille
65,S-065,Stade de la Mosson,Montpellier,France,34000,https://en.wikipedia.org/wiki/Stade_de_la_Mosson,https://en.wikipedia.org/wiki/Montpellier
66,S-066,Stade de la Beaujoire,Nantes,France,40000,https://en.wikipedia.org/wiki/Stade_de_la_Beaujoire,https://en.wikipedia.org/wiki/Nantes
67,S-067,Allianz Riviera,Nice,France,35000,https://en.wikipedia.org/wiki/Allianz_Riviera,https://en.wikipedia.org/wiki/Nice
68,S-068,Parc des Princes,Paris,France,49000,https://en.wikipedia.org/wiki/Parc_des_Princes,https://en.wikipedia.org/wiki/Paris
69,S-069,Stade Olympique de Colombes,Paris,France,60000,https://en.wikipedia.org/wiki/Stade_Olympique_Yves-du-Manoir,https://en.wikipedia.org/wiki/Paris
70,S-070,Stade Auguste-Delaune,Reims,France,21000,https://en.wikipedia.org/wiki/Stade_Auguste-Delaune,https://en.wikipedia.org/wiki/Reims
71,S-071,Vélodrome Municipal,Reims,France,22000,https://en.wikipedia.org/wiki/Stade_Auguste_Delaune,https://en.wikipedia.org/wiki/Reims
72,S-072,Roazhon Park,Rennes,France,29000,https://en.wikipedia.org/wiki/Roazhon_Park,https://en.wikipedia.org/wiki/Rennes
73,S-073,Stade de France,Saint-Denis,France,80000,https://en.wikipedia.org/wiki/Stade_de_France,"https://en.wikipedia.org/wiki/Saint-Denis,_Seine-Saint-Denis"
74,S-074,Stade Geoffroy-Guichard,Saint-Étienne,France,36000,https://en.wikipedia.org/wiki/Stade_Geoffroy-Guichard,https://en.wikipedia.org/wiki/Saint-Étienne
75,S-075,Stade de la Meinau,Strasbourg,France,30000,https://en.wikipedia.org/wiki/Stade_de_la_Meinau,https://en.wikipedia.org/wiki/Strasbourg
76,S-076,Stade de Toulouse,Toulouse,France,37000,https://en.wikipedia.org/wiki/Stadium_Municipal,https://en.wikipedia.org/wiki/Toulouse
77,S-077,Stade du T.O.E.C.,Toulouse,France,15000,https://en.wikipedia.org/wiki/Stade_Chapou,https://en.wikipedia.org/wiki/Toulouse
78,S-078,Stade du Hainaut,Valenciennes,France,23000,https://en.wikipedia.org/wiki/Stade_du_Hainaut,https://en.wikipedia.org/wiki/Valenciennes
79,S-079,Impuls Arena,Augsburg,Germany,25000,https://en.wikipedia.org/wiki/Impuls_Arena,https://en.wikipedia.org/wiki/Augsburg
80,S-080,Olympiastadion,Berlin,Germany,86000,https://en.wikipedia.org/wiki/Olympiastadion_(Berlin),https://en.wikipedia.org/wiki/Berlin
81,S-081,Ruhrstadion,Bochum,Germany,21000,https://en.wikipedia.org/wiki/Ruhrstadion,https://en.wikipedia.org/wiki/Bochum
82,S-082,RheinEnergieStadion,Cologne,Germany,45000,https://en.wikipedia.org/wiki/RheinEnergieStadion,https://en.wikipedia.org/wiki/Cologne
83,S-083,Westfalenstadion,Dortmund,Germany,65000,https://en.wikipedia.org/wiki/Westfalenstadion,https://en.wikipedia.org/wiki/Dortmund
84,S-084,Rudolf-Harbig-Stadion,Dresden,Germany,26000,https://en.wikipedia.org/wiki/Rudolf-Harbig-Stadion,https://en.wikipedia.org/wiki/Dresden
85,S-085,Rheinstadion,Düsseldorf,Germany,70000,https://en.wikipedia.org/wiki/Rheinstadion,https://en.wikipedia.org/wiki/Düsseldorf
86,S-086,Waldstadion,Frankfurt,Germany,62000,https://en.wikipedia.org/wiki/Waldstadion_(Frankfurt),https://en.wikipedia.org/wiki/Frankfurt
87,S-087,Arena AufShalke,Gelsenkirchen,Germany,52000,https://en.wikipedia.org/wiki/Arena_AufSchalke,https://en.wikipedia.org/wiki/Gelsenkirchen
88,S-088,Parkstadion,Gelsenkirchen,Germany,72000,https://en.wikipedia.org/wiki/Parkstadion,https://en.wikipedia.org/wiki/Gelsenkirchen
89,S-089,Volksparkstadion,Hamburg,Germany,61000,https://en.wikipedia.org/wiki/Volksparkstadion,https://en.wikipedia.org/wiki/Hamburg
90,S-090,Niedersachsenstadion,Hanover,Germany,60000,https://en.wikipedia.org/wiki/Niedersachsenstadion,https://en.wikipedia.org/wiki/Hanover
91,S-091,Fritz-Walter-Stadion,Kaiserslautern,Germany,46000,https://en.wikipedia.org/wiki/Fritz-Walter-Stadion,https://en.wikipedia.org/wiki/Kaiserslautern
92,S-092,Zentralstadion,Leipzig,Germany,43000,https://en.wikipedia.org/wiki/Red_Bull_Arena_(Leipzig),https://en.wikipedia.org/wiki/Leipzig
93,S-093,BayArena,Leverkusen,Germany,30000,https://en.wikipedia.org/wiki/BayArena,https://en.wikipedia.org/wiki/Leverkusen
94,S-094,Borussia-Park,Mönchengladbach,Germany,46000,https://en.wikipedia.org/wiki/Borussia-Park,https://en.wikipedia.org/wiki/Mönchengladbach
95,S-095,Allianz Arena,Munich,Germany,66000,https://en.wikipedia.org/wiki/Allianz_Arena,https://en.wikipedia.org/wiki/Munich
96,S-096,Olympiastadion,Munich,Germany,78000,https://en.wikipedia.org/wiki/Olympiastadion_(Munich),https://en.wikipedia.org/wiki/Munich
97,S-097,Frankenstadion,Nuremberg,Germany,41000,https://en.wikipedia.org/wiki/Nuremberg,https://en.wikipedia.org/wiki/Nuremberg
98,S-098,Rhein-Neckar-Arena,Sinsheim,Germany,30000,https://en.wikipedia.org/wiki/Rhein-Neckar-Arena,https://en.wikipedia.org/wiki/Sinsheim
99,S-099,Neckarstadion,Stuttgart,Germany,72000,https://en.wikipedia.org/wiki/Mercedes-Benz_Arena_(Stuttgart),https://en.wikipedia.org/wiki/Stuttgart
100,S-100,Volkswagen Arena,Wolfsburg,Germany,26000,https://en.wikipedia.org/wiki/Volkswagen_Arena,https://en.wikipedia.org/wiki/Wolfsburg
101,S-101,Stadio San Nicola,Bari,Italy,51000,https://en.wikipedia.org/wiki/Stadio_San_Nicola,https://en.wikipedia.org/wiki/Bari
102,S-102,Stadio Renato Dall'Ara,Bologna,Italy,50000,https://en.wikipedia.org/wiki/Stadio_Renato_Dall%27Ara,https://en.wikipedia.org/wiki/Bologna
103,S-103,Stadio Sant'Elia,Cagliari,Italy,35000,https://en.wikipedia.org/wiki/Stadio_Sant%27Elia,https://en.wikipedia.org/wiki/Cagliari
104,S-104,Stadio Comunale,Florence,Italy,39000,https://en.wikipedia.org/wiki/Stadio_Artemio_Franchi,https://en.wikipedia.org/wiki/Florence
105,S-105,Stadio Giovanni Berta,Florence,Italy,47000,https://en.wikipedia.org/wiki/Stadio_Artemio_Franchi_(Florence),https://en.wikipedia.org/wiki/Florence
106,S-106,Stadio Luigi Ferraris,Genoa,Italy,37000,https://en.wikipedia.org/wiki/Stadio_Luigi_Ferraris,https://en.wikipedia.org/wiki/Genoa
107,S-107,San Siro,Milan,Italy,75000,https://en.wikipedia.org/wiki/San_Siro,https://en.wikipedia.org/wiki/Milan
108,S-108,Stadio Giorgio Ascarelli,Naples,Italy,40000,https://en.wikipedia.org/wiki/Stadio_Giorgio_Ascarelli,https://en.wikipedia.org/wiki/Naples
109,S-109,Stadio San Paolo,Naples,Italy,60000,https://en.wikipedia.org/wiki/Stadio_San_Paolo,https://en.wikipedia.org/wiki/Naples
110,S-110,Stadio La Favorita,Palermo,Italy,33000,https://en.wikipedia.org/wiki/Stadio_Renzo_Barbera,https://en.wikipedia.org/wiki/Palermo
111,S-111,Stadio Nazionale PNF,Rome,Italy,47000,https://en.wikipedia.org/wiki/Stadio_Nazionale_PNF,https://en.wikipedia.org/wiki/Rome
112,S-112,Stadio Olimpico,Rome,Italy,74000,https://en.wikipedia.org/wiki/Stadio_Olimpico,https://en.wikipedia.org/wiki/Rome
113,S-113,Stadio Littorio,Trieste,Italy,8000,https://en.wikipedia.org/wiki/Stadio_Giuseppe_Grezar,https://en.wikipedia.org/wiki/Trieste
114,S-114,Stadio Benito Mussolini,Turin,Italy,28000,https://en.wikipedia.org/wiki/Stadio_Olimpico_Grande_Torino,https://en.wikipedia.org/wiki/Turin
115,S-115,Stadio delle Alpi,Turin,Italy,63000,https://en.wikipedia.org/wiki/Stadio_delle_Alpi,https://en.wikipedia.org/wiki/Turin
116,S-116,Stadio Friuli,Udine,Italy,36000,https://en.wikipedia.org/wiki/Stadio_Friuli,https://en.wikipedia.org/wiki/Udine
117,S-117,Stadio Marc'Antonio Bentegodi,Verona,Italy,36000,https://en.wikipedia.org/wiki/Stadio_Marc%27Antonio_Bentegodi,https://en.wikipedia.org/wiki/Verona
118,S-118,Kashima Stadium,Ibaraki,Japan,42000,https://en.wikipedia.org/wiki/Kashima_Soccer_Stadium,"https://en.wikipedia.org/wiki/Kashima,_Ibaraki"
119,S-119,Kobe Wing Stadium,Kobe,Japan,42000,https://en.wikipedia.org/wiki/Kobe_Wing_Stadium,https://en.wikipedia.org/wiki/Kobe
120,S-120,Miyagi Stadium,Miyagi,Japan,49000,https://en.wikipedia.org/wiki/Miyagi_Stadium,https://en.wikipedia.org/wiki/Miyagi_Prefecture
121,S-121,Niigata Stadium,Niigata,Japan,42000,https://en.wikipedia.org/wiki/Denka_Big_Swan_Stadium,"https://en.wikipedia.org/wiki/Niigata,_Niigata"
122,S-122,Ōita Stadium,Ōita,Japan,43000,https://en.wikipedia.org/wiki/Showa_Denko_Dome_Oita,"https://en.wikipedia.org/wiki/Ōita,_Ōita"
123,S-123,Nagai Stadium,Osaka,Japan,50000,https://en.wikipedia.org/wiki/Nagai_Stadium,https://en.wikipedia.org/wiki/Osaka
124,S-124,Saitama Stadium,Saitama,Japan,63000,https://en.wikipedia.org/wiki/Saitama_Stadium_2002,"https://en.wikipedia.org/wiki/Saitama,_Saitama"
125,S-125,Sapporo Dome,Sapporo,Japan,42000,https://en.wikipedia.org/wiki/Sapporo_Dome,https://en.wikipedia.org/wiki/Sapporo
126,S-126,Shizuoka Stadium ECOPA,Shizuoka,Japan,51000,https://en.wikipedia.org/wiki/Shizuoka_Stadium,"https://en.wikipedia.org/wiki/Fukuroi,_Shizuoka"
127,S-127,International Stadium Yokohama,Yokohama,Japan,72000,https://en.wikipedia.org/wiki/International_Stadium_Yokohama,https://en.wikipedia.org/wiki/Yokohama
128,S-128,Estadio Jalisco,Guadalajara,Mexico,71000,https://en.wikipedia.org/wiki/Estadio_Jalisco,https://en.wikipedia.org/wiki/Guadalajara
129,S-129,Estadio Tres de Marzo,Guadalajara,Mexico,30000,https://en.wikipedia.org/wiki/Estadio_Tres_de_Marzo,https://en.wikipedia.org/wiki/Guadalajara
130,S-130,Estadio Sergio León Chavez,Irapuato,Mexico,31000,https://en.wikipedia.org/wiki/Estadio_Sergio_León_Chávez,https://en.wikipedia.org/wiki/Irapuato
131,S-131,Estadio Nou Camp,León,Mexico,31000,https://en.wikipedia.org/wiki/Estadio_Nou_Camp,"https://en.wikipedia.org/wiki/León,_Guanajuato"
132,S-132,Estadio Azteca,Mexico City,Mexico,115000,https://en.wikipedia.org/wiki/Estadio_Azteca,https://en.wikipedia.org/wiki/Mexico_City
133,S-133,Estadio Olímpico Universitario,Mexico City,Mexico,72000,https://en.wikipedia.org/wiki/Estadio_Ol%C3%ADmpico_Universitario,https://en.wikipedia.org/wiki/Mexico_City
134,S-134,Estadio Tecnológico,Monterrey,Mexico,34000,https://en.wikipedia.org/wiki/Estadio_Tecnológico,https://en.wikipedia.org/wiki/Monterrey
135,S-135,Estadio Universitario,Monterrey,Mexico,44000,https://en.wikipedia.org/wiki/Estadio_Universitario_(UANL),https://en.wikipedia.org/wiki/Monterrey
136,S-136,Estadio Neza 86,Nezahualcóyotl,Mexico,35000,https://en.wikipedia.org/wiki/Estadio_Neza_86,https://en.wikipedia.org/wiki/Ciudad_Nezahualcóyotl
137,S-137,Estadio Cuauhtémoc,Puebla,Mexico,46000,https://en.wikipedia.org/wiki/Estadio_Cuauhtémoc,https://en.wikipedia.org/wiki/Puebla_City
138,S-138,Estadio La Corregidora,Querétaro,Mexico,39000,https://en.wikipedia.org/wiki/Estadio_La_Corregidora,https://en.wikipedia.org/wiki/Santiago_de_Querétaro
139,S-139,La Bombonera,Toluca,Mexico,33000,https://en.wikipedia.org/wiki/Estadio_Nemesio_D%C3%ADez,https://en.wikipedia.org/wiki/Toluca
140,S-140,Al Bayt Stadium,Al Khor,Qatar,69000,https://en.wikipedia.org/wiki/Al_Bayt_Stadium,https://en.wikipedia.org/wiki/Al_Khor_(city)
141,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,45000,https://en.wikipedia.org/wiki/Ahmad_bin_Ali_Stadium,https://en.wikipedia.org/wiki/Al_Rayyan_(city)
142,S-142,Education City Stadium,Al Rayyan,Qatar,45000,https://en.wikipedia.org/wiki/Education_City_Stadium,https://en.wikipedia.org/wiki/Al_Rayyan_(city)
143,S-143,Khalifa International Stadium,Al Rayyan,Qatar,46000,https://en.wikipedia.org/wiki/Khalifa_International_Stadium,https://en.wikipedia.org/wiki/Al_Rayyan_(city)
144,S-144,Al Janoub Stadium,Al Wakrah,Qatar,44000,https://en.wikipedia.org/wiki/Al_Janoub_Stadium,https://en.wikipedia.org/wiki/Al_Wakrah
145,S-145,Al Thumama Stadium,Doha,Qatar,44000,https://en.wikipedia.org/wiki/Al_Thumama_Stadium,https://en.wikipedia.org/wiki/Doha
146,S-146,Stadium 974,Doha,Qatar,44000,https://en.wikipedia.org/wiki/Stadium_974,https://en.wikipedia.org/wiki/Doha
147,S-147,Lusail Stadium,Lusail,Qatar,89000,https://en.wikipedia.org/wiki/Lusail_Stadium,https://en.wikipedia.org/wiki/Lusail
148,S-148,Kaliningrad Stadium,Kaliningrad,Russia,34000,https://en.wikipedia.org/wiki/Kaliningrad_Stadium,https://en.wikipedia.org/wiki/Kaliningrad
149,S-149,Kazan Arena,Kazan,Russia,43000,https://en.wikipedia.org/wiki/Kazan_Arena,https://en.wikipedia.org/wiki/Kazan_Arena
150,S-150,Luzhniki Stadium,Moscow,Russia,78000,https://en.wikipedia.org/wiki/Luzhniki_Stadium,https://en.wikipedia.org/wiki/Moscow
151,S-151,Otkritie Arena,Moscow,Russia,44000,https://en.wikipedia.org/wiki/Otkritie_Arena,https://en.wikipedia.org/wiki/Moscow
152,S-152,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,43000,https://en.wikipedia.org/wiki/Nizhny_Novgorod_Stadium,https://en.wikipedia.org/wiki/Nizhny_Novgorod
153,S-153,Rostov Arena,Rostov-on-Don,Russia,43000,https://en.wikipedia.org/wiki/Rostov_Arena,https://en.wikipedia.org/wiki/Rostov-on-Don
154,S-154,Krestovsky Stadium,Saint Petersburg,Russia,64000,https://en.wikipedia.org/wiki/Krestovsky_Stadium,https://en.wikipedia.org/wiki/Saint_Petersburg
155,S-155,Samara Arena,Samara,Russia,42000,https://en.wikipedia.org/wiki/Samara_Arena,https://en.wikipedia.org/wiki/Samara
156,S-156,Mordovia Arena,Saransk,Russia,42000,https://en.wikipedia.org/wiki/Mordovia_Arena,https://en.wikipedia.org/wiki/Saransk
157,S-157,Fisht Olympic Stadium,Sochi,Russia,44000,https://en.wikipedia.org/wiki/Fisht_Olympic_Stadium,https://en.wikipedia.org/wiki/Sochi
158,S-158,Volgograd Arena,Volgograd,Russia,44000,https://en.wikipedia.org/wiki/Volgograd_Arena,https://en.wikipedia.org/wiki/Volgograd
159,S-159,Central Stadium,Yekaterinburg,Russia,33000,https://en.wikipedia.org/wiki/Central_Stadium_(Yekaterinburg),https://en.wikipedia.org/wiki/Yekaterinburg
160,S-160,Free State Stadium,Bloemfontein,South Africa,41000,https://en.wikipedia.org/wiki/Free_State_Stadium,https://en.wikipedia.org/wiki/Bloemfontein
161,S-161,Cape Town Stadium,Cape Town,South Africa,64000,https://en.wikipedia.org/wiki/Cape_Town_Stadium,https://en.wikipedia.org/wiki/Cape_Town
162,S-162,Moses Mabhida Stadium,Durban,South Africa,63000,https://en.wikipedia.org/wiki/Moses_Mabhida_Stadium,https://en.wikipedia.org/wiki/Durban
163,S-163,Ellis Park Stadium,Johannesburg,South Africa,56000,https://en.wikipedia.org/wiki/Ellis_Park_Stadium,https://en.wikipedia.org/wiki/Johannesburg
164,S-164,Soccer City,Johannesburg,South Africa,84000,https://en.wikipedia.org/wiki/FNB_Stadium,https://en.wikipedia.org/wiki/Johannesburg
165,S-165,Mbombela Stadium,Nelspruit,South Africa,41000,https://en.wikipedia.org/wiki/Mbombela_Stadium,https://en.wikipedia.org/wiki/Nelspruit
166,S-166,Peter Mokaba Stadium,Polokwane,South Africa,42000,https://en.wikipedia.org/wiki/Peter_Mokaba_Stadium,https://en.wikipedia.org/wiki/Polokwane
167,S-167,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,42000,https://en.wikipedia.org/wiki/Nelson_Mandela_Bay_Stadium,https://en.wikipedia.org/wiki/Port_Elizabeth
168,S-168,Loftus Versfeld Stadium,Pretoria,South Africa,43000,https://en.wikipedia.org/wiki/Loftus_Versfeld_Stadium,https://en.wikipedia.org/wiki/Pretoria
169,S-169,Royal Bafokeng Stadium,Rustenburg,South Africa,42000,https://en.wikipedia.org/wiki/Royal_Bafokeng_Stadium,https://en.wikipedia.org/wiki/Rustenburg
170,S-170,Busan Asiad Stadium,Busan,South Korea,56000,https://en.wikipedia.org/wiki/Busan_Asiad_Stadium,https://en.wikipedia.org/wiki/Busan
