key_id,referee_id,family_name,given_name,female,country_name,confederation_id,confederation_name,confederation_code,referee_wikipedia_link
63,R-063,Bouchardeau,Lucien,0,Niger,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Lucien_Bouchardeau
64,R-064,Bouzo,Farouk,0,Syria,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Farouk_Bouzo
65,R-065,Braun,Eugen,0,Austria,CF-6,Union of European Football Associations,UEFA,not available
66,R-066,Braz,Sandra,1,Portugal,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Sandra_Braz
67,R-067,Brizio Carter,Arturo,0,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Arturo_Brizio_Carter
68,R-068,Bronkhorst,Jan,0,Netherlands,CF-6,Union of European Football Associations,UEFA,not available
69,R-069,Brummeier,Horst,0,Austria,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Horst_Brummeier
70,R-070,Brych,Felix,0,Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Felix_Brych
71,R-071,Bujsaim,Ali,0,United Arab Emirates,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Ali_Bujsaim
72,R-072,Busacca,Massimo,0,Switzerland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Massimo_Busacca
73,R-073,Bustamante,Sergio,0,Chile,CF-4,South American Football Confederation,CONMEBOL,not available
74,R-074,Butenko,Valeri,0,Soviet Union,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Valeri_Butenko
75,R-075,Cáceres,Enrique,0,Paraguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Enrique_C%C3%A1ceres
76,R-076,Çakır,Cüneyt,0,Turkey,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/C%C3%BCneyt_%C3%87ak%C4%B1r
77,R-077,Callaghan,Leo,0,Wales,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Leo_Callaghan
78,R-078,Camara,Engage,0,Guinea,CF-2,Confederation of African Football,CAF,not available
79,R-079,Campos,Joaquim,0,Portugal,CF-6,Union of European Football Associations,UEFA,not available
80,R-080,Capdeville,Georges,0,France,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Georges_Capdeville
81,R-081,Cardellino,Juan Daniel,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Juan_Daniel_Cardellino
82,R-082,Carraro,Albino,0,Italy,CF-6,Union of European Football Associations,UEFA,not available
83,R-083,Carvajal,María,1,Chile,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Mar%C3%ADa_Carvajal
84,R-084,Casarin,Paolo,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Paolo_Casarin
85,R-085,Castrilli,Javier,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Javier_Castrilli
86,R-086,Castro,Gastón,0,Chile,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Gast%C3%B3n_Castro
87,R-087,Cavani,Filippi,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Filippi_Cavani
88,R-088,Cha,Sung-mi,1,South Korea,CF-1,Asian Football Confederation,AFC,not available
89,R-089,Chan,Tam Sun,0,Hong Kong,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Thomson_Chan
90,R-090,Chenard,Carol Anne,1,Canada,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,not available
91,R-091,Christophe,Henri,0,Belgium,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Henri_Christophe_(referee)
92,R-092,Christov,Vojtěch,0,Czechoslovakia,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Vojt%C4%9Bch_Christov
93,R-093,Claus,Raphael,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Raphael_Claus
94,R-094,Codesal,Edgardo,0,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Edgardo_Codesal
95,R-095,Codesal,José María,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,not available
96,R-096,Codjia,Coffi,0,Benin,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Coffi_Codjia
97,R-097,Coelho,Arnaldo Cézar,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Arnaldo_C%C3%A9zar_Coelho
98,R-098,Collina,Pierluigi,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Pierluigi_Collina
99,R-099,Conger,Matthew,0,New Zealand,CF-5,Oceania Football Confederation,OFC,https://en.wikipedia.org/wiki/Matthew_Conger
100,R-100,Conrié,Roger,0,France,CF-6,Union of European Football Associations,UEFA,not available
101,R-101,Contreras,Marisela,1,Venezuela,CF-4,South American Football Confederation,CONMEBOL,not available
102,R-102,Correa,Adriana,1,Colombia,CF-4,South American Football Confederation,CONMEBOL,not available
103,R-103,Corver,Charles,0,Netherlands,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Charles_Corver
104,R-104,Coulibaly,Koman,0,Mali,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Koman_Coulibaly
105,R-105,Courtney,George,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/George_Courtney
106,R-106,Cunha,Andrés,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Andr%C3%A9s_Cunha
107,R-107,da Costa Vieira,Jose,0,Portugal,CF-6,Union of European Football Associations,UEFA,not available
108,R-108,Daami,Mourad,0,Tunisia,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Mourad_Daami
109,R-109,Dagnall,Ken,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Ken_Dagnall
110,R-110,Daina,André,0,Switzerland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Andr%C3%A9_Daina
111,R-111,Dallas,Hugh,0,Scotland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Hugh_Dallas
112,R-112,Damková,Dagmar,1,Czech Republic,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Dagmar_Damkov%C3%A1
113,R-113,Damon,Jerome,0,South Africa,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Jerome_Damon
114,R-114,Dattilo,Generoso,0,Italy,CF-6,Union of European Football Associations,UEFA,not available
115,R-115,Davidson,Bobby,0,Scotland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Bobby_Davidson
116,R-116,de Almeida Rêgo,Gilberto,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Gilberto_de_Almeida_R%C3%AAgo
117,R-117,De Bleeckere,Frank,0,Belgium,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Frank_De_Bleeckere
118,R-118,De Leo,Diego,0,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Diego_De_Leo
119,R-119,Delgado Gómez,Omar,0,Colombia,CF-4,South American Football Confederation,CONMEBOL,not available
120,R-120,Denoncourt,Sonia,1,Canada,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Sonia_Denoncourt
121,R-121,di Iorio,Salomé,1,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Salom%C3%A9_di_Iorio
122,R-122,Díaz,Jesús,0,Colombia,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Jes%C3%BAs_D%C3%ADaz_(football_referee)
123,R-123,Díaz Vega,Manuel,0,Spain,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Manuel_D%C3%ADaz_Vega
124,R-124,Diedhiou,Malang,0,Senegal,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Malang_Diedhiou
125,R-125,Dienst,Gottfried,0,Switzerland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Gottfried_Dienst
126,R-126,Domka,Margaret,1,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Margaret_Domka
127,R-127,Don,Philip,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Philip_Don
128,R-128,Dorogi,Andor,0,Hungary,CF-6,Union of European Football Associations,UEFA,not available
129,R-129,Dotchev,Bogdan,0,Bulgaria,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Bogdan_Dotchev
130,R-130,Doué,Noumandiez,0,Ivory Coast,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Noumandiez_Dou%C3%A9
131,R-131,Dubach,Jean,0,Switzerland,CF-6,Union of European Football Associations,UEFA,not available
132,R-132,Durkin,Paul,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Paul_Durkin
133,R-133,Dusch,Albert,0,West Germany,CF-6,Union of European Football Associations,UEFA,not available
134,R-134,Dwomoh,Benjamin,0,Ghana,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Benjamin_Dwomoh
135,R-135,Eklind,Ivan,0,Sweden,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Ivan_Eklind
136,R-136,Elfath,Ismail,0,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Ismail_Elfath
137,R-137,Elizondo,Horacio,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Horacio_Elizondo
138,R-138,Ellis,Arthur Edward,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Arthur_Edward_Ellis
139,R-139,Elovirta,Katriina,1,Finland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Katriina_Elovirta
140,R-140,Eriksson,Arne,0,Finland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Arne_Eriksson
141,R-141,Eriksson,Jonas,0,Sweden,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jonas_Eriksson_(referee)
142,R-142,Eriksson,Ulf,0,Sweden,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Ulf_Eriksson_(referee)
143,R-143,Eschweiler,Walter,0,West Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Walter_Eschweiler
144,R-144,Escobar,Mario,0,Guatemala,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Mario_Escobar_(referee)
145,R-145,Espósito,Carlos,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Carlos_Esp%C3%B3sito
146,R-146,Etzel Filho,João,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,not available
147,R-147,Faghani,Alireza,0,Iran,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Alireza_Faghani
148,R-148,Faultless,Charlie,0,Scotland,CF-6,Union of European Football Associations,UEFA,not available
149,R-149,Ferreira-James,Dianne,1,Guyana,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,not available
150,R-150,Finney,Jim,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jim_Finney
151,R-151,Fortunato,Laura,1,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Laura_Fortunato_(referee)
152,R-152,Franken,Laurent,0,Belgium,CF-6,Union of European Football Associations,UEFA,not available
153,R-153,Frappart,Stéphanie,1,France,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Stéphanie_Frappart
154,R-154,Fredriksson,Erik,0,Sweden,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Erik_Fredriksson
155,R-155,Frisk,Anders,0,Sweden,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Anders_Frisk
156,R-156,Fukano,Etsuko,1,Japan,CF-1,Asian Football Confederation,AFC,not available
157,R-157,Gaál,Gyöngyi,1,Hungary,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Gy%C3%B6ngyi_Ga%C3%A1l
158,R-158,Galba,Karol,0,Czechoslovakia,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Karol_Galba
159,R-159,Galeati,Giovanni,0,Italy,CF-6,Union of European Football Associations,UEFA,not available
160,R-160,Galler,Bruno,0,Switzerland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Bruno_Galler
161,R-161,Gamboa,Eduardo,0,Chile,CF-4,South American Football Confederation,CONMEBOL,not available
162,R-162,Gani,Rita,1,Malaysia,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Rita_Gani
163,R-163,Garay Gardeazábal,Juan,0,Spain,CF-6,Union of European Football Associations,UEFA,not available
164,R-164,García-Aranda,José María,0,Spain,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Garc%C3%ADa-Aranda
165,R-165,Gardelli,Mário,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/M%C3%A1rio_Gardelli
166,R-166,Garrido,António,0,Portugal,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Ant%C3%B3nio_Garrido_(referee)
167,R-167,Gassama,Bakary,0,Gambia,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Bakary_Gassama
168,R-168,Gaye,Fatou,1,Senegal,CF-2,Confederation of African Football,CAF,not available
169,R-169,Geiger,Mark,0,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Mark_Geiger
170,R-170,Ghorbal,Mustapha,0,Algeria,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Mustapha_Ghorbal
171,R-171,Glöckner,Rudi,0,East Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Rudi_Gl%C3%B6ckner
172,R-172,Goicoechea,Roberto,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,not available
173,R-173,Gomes,Victor,0,South Africa,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Victor_Gomes
174,R-174,Gonella,Sergio,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Sergio_Gonella
175,R-175,González,Epifanio,0,Paraguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Epifanio_Gonz%C3%A1lez
176,R-176,González,Gabriel,0,Paraguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Gabriel_Gonz%C3%A1lez_(referee)
177,R-177,González Archundía,Alfonso,0,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,not available
178,R-178,Gordon,John,0,Scotland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/John_Gordon_(referee)
179,R-179,Griffiths,Sandy,0,Wales,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Sandy_Griffiths
180,R-180,Grisha,Gehad,0,Egypt,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Gehad_Grisha
181,R-181,Guerrero Orosco,César,0,Peru,CF-4,South American Football Confederation,CONMEBOL,not available
182,R-182,Guezzaz,Mohamed,0,Morocco,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Mohamed_Guezzaz
183,R-183,Guigue,Maurice,0,France,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Maurice_Guigue
184,R-184,Günthner,Elke,1,Germany,CF-6,Union of European Football Associations,UEFA,not available
185,R-185,Haimoudi,Djamel,0,Algeria,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Djamel_Haimoudi
186,R-186,Hall,Brian,0,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Brian_Hall_(referee)
187,R-187,Hamer,Alain,0,Luxembourg,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Alain_Hamer
188,R-188,Hassan Mohamed,Mohammed Abdulla,0,United Arab Emirates,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Mohammed_Abdulla_Hassan_Mohamed
189,R-189,Hauge,Terje,0,Norway,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Terje_Hauge
190,R-190,Heikkinen,Kirsi,1,Finland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Kirsi_Heikkinen
191,R-191,Hepburn,Catherine Leann,1,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,not available
192,R-192,Hester,Michael,0,New Zealand,CF-5,Oceania Football Confederation,OFC,https://en.wikipedia.org/wiki/Michael_Hester
193,R-193,Heynemann,Bernd,0,Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Bernd_Heynemann
194,R-194,Hormazábal Díaz,Rafael,0,Chile,CF-4,South American Football Confederation,CONMEBOL,not available
195,R-195,Horn,Leo,0,Netherlands,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Leo_Horn
196,R-196,Hunt,Sandra,1,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Sandra_Hunt
197,R-197,Hussein,Riem,1,Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Riem_Hussein
198,R-198,Igna,Ioan,0,Romania,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Ioan_Igna
199,R-199,Im,Eun-ju,1,South Korea,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Im_Eun-ju
200,R-200,Imperatore,Salvador,0,Chile,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Salvador_Imperatore
201,R-201,Ionescu,Cristina,1,Romania,CF-6,Union of European Football Associations,UEFA,not available
202,R-202,Irmatov,Ravshan,0,Uzbekistan,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Ravshan_Irmatov
203,R-203,Ithurralde,Arturo,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Arturo_Ithurralde
204,R-204,Ivanov,Valentin,0,Russia,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Valentin_Ivanov_(footballer_born_1961)
