key_id,tournament_id,tournament_name,team_id,team_name,team_code,player_id,family_name,given_name,shirt_number,position_name,position_code
59,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-81166,Brilhante,not applicable,0,defender,DF
60,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-58460,Doca,not applicable,0,forward,FW
61,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-52323,Fausto,not applicable,0,defender,DF
62,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-00708,Fernando,not applicable,0,midfielder,MF
63,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-49818,Fortes,not applicable,0,midfielder,MF
64,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-29865,Hermógenes,not applicable,0,defender,DF
65,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-92427,Itália,not applicable,0,defender,DF
66,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-16656,Joel,not applicable,0,goal keeper,GK
67,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-72889,Leite,Carvalho,0,forward,FW
68,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-30679,Manoelzinho,not applicable,0,forward,FW
69,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-49633,Mariz,Ivan,0,midfielder,MF
70,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-83987,Moderato,not applicable,0,forward,FW
71,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-10526,Nilo,not applicable,0,forward,FW
72,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-52064,Oscarino,not applicable,0,midfielder,MF
73,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-32535,Pamplona,not applicable,0,midfielder,MF
74,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-38379,Poly,not applicable,0,forward,FW
75,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-91171,Preguinho,not applicable,0,forward,FW
76,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-82422,Russinho,not applicable,0,forward,FW
77,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-26796,Teóphilo,not applicable,0,forward,FW
78,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-28745,Velloso,not applicable,0,goal keeper,GK
79,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-22493,Zé Luiz,not applicable,0,defender,DF
80,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-95800,Aguilera,Juan,0,forward,FW
81,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-33635,Arellano,Guillermo,0,forward,FW
82,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-54301,Chaparro,Ernesto,0,defender,DF
83,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-88235,Coddou,Arturo,0,midfielder,MF
84,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-01278,Cortés,Roberto,0,goal keeper,GK
85,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-41928,Elgueta,Humberto,0,midfielder,MF
86,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-32614,Espinoza,César,0,goal keeper,GK
87,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-07122,Morales,Víctor,0,defender,DF
88,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-66860,Muñoz,Horacio,0,forward,FW
89,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-19195,Ojeda,Tomás,0,forward,FW
90,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-97943,Poirier,Ulises,0,defender,DF
91,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-85142,Riveros,Guillermo,0,defender,DF
92,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-49261,Saavedra,Guillermo,0,midfielder,MF
93,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-89829,Schneeberger,Carlos,0,forward,FW
94,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-08459,Subiabre,Guillermo,0,forward,FW
95,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-10927,Torres,Arturo,0,midfielder,MF
96,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-28795,Torres,Casimiro,0,midfielder,MF
97,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-61338,Vidal,Carlos,0,forward,FW
98,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-65664,Villalobos,Eberardo,0,forward,FW
99,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-68817,Andoire,Numa,0,defender,DF
100,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-77318,Capelle,Marcel,0,defender,DF
101,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-83054,Chantrel,Augustin,0,midfielder,MF
102,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-10604,Delfour,Edmond,0,midfielder,MF
103,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-53878,Delmer,Célestin,0,midfielder,MF
104,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-99087,Langiller,Marcel,0,forward,FW
105,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-73308,Laurent,Jean,0,defender,DF
106,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-05470,Laurent,Lucien,0,forward,FW
107,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-89688,Libérati,Ernest,0,forward,FW
108,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-60620,Maschinot,André,0,forward,FW
109,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-67332,Mattler,Étienne,0,defender,DF
110,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-58728,Pinel,Marcel,0,forward,FW
111,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-62322,Tassin,André,0,goal keeper,GK
112,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-50248,Thépot,Alex,0,goal keeper,GK
113,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-02281,Veinante,Émile,0,forward,FW
114,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-48345,Villaplane,Alexandre,0,midfielder,MF
115,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-36379,Amézcua,Efraín,0,midfielder,MF
116,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-33560,Bonfiglio,Oscar,0,goal keeper,GK
117,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-94135,Carreño,Juan,0,forward,FW
118,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-33321,Castro,Jesús,0,forward,FW
119,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-43777,Garza Gutiérrez,Rafael,0,defender,DF
120,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-41910,Garza Gutiérrez,Francisco,0,defender,DF
121,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-31066,Gayón,Roberto,0,forward,FW
122,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-84297,López,Hilario,0,forward,FW
123,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-21313,Mejía,Dionisio,0,forward,FW
124,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-27734,Olivares,Felipe,0,forward,FW
125,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-31687,Pérez,Luis,0,forward,FW
126,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-58196,Rodríguez,Raymundo,0,midfielder,MF
127,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-08566,Rosas,Felipe,0,midfielder,MF
128,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-89481,Rosas,Manuel,0,defender,DF
129,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-17565,Ruíz,José,0,forward,FW
130,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-83291,Sánchez,Alfredo Viejo,0,midfielder,MF
131,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-65099,Sota,Isidoro,0,goal keeper,GK
132,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-33814,Aguirre,Francisco,0,midfielder,MF
133,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-35834,Benítez,Pedro,0,goal keeper,GK
134,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-30741,Benítez,Santiago,0,midfielder,MF
135,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-78377,Benítez Cáceres,Delfín,0,forward,FW
136,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-61392,Carreras,Saguier,0,forward,FW
137,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-51301,Chamorro,Eustacio,0,defender,DF
138,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-68567,Denis,Modesto,0,goal keeper,GK
139,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-37309,Díaz,Eusebio,0,midfielder,MF
140,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-21707,Domínguez,Diógenes,0,forward,FW
141,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-08814,Etcheverry,Romildo,0,midfielder,MF
142,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-54557,Florentín,Diego,0,midfielder,MF
143,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-86082,Flores,Salvador,0,defender,DF
144,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-65504,Garcete,Tranquilino,0,midfielder,MF
145,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-64697,González,Aurelio,0,forward,FW
146,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-04623,Miracca,José,0,defender,DF
147,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-98075,Nessi,Lino,0,forward,FW
148,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-11035,Olmedo,Quiterio,0,defender,DF
149,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-09057,Ortega,Amadeo,0,forward,FW
150,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-04417,Rivera,Bernabé,0,forward,FW
151,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-51624,Romero,Gerardo,0,forward,FW
152,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-06201,Vargas Peña,Luis,0,forward,FW
153,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,P-51390,Villalba,Jacinto,0,forward,FW
154,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-35875,Astengo,Eduardo,0,midfielder,MF
155,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-45407,Cillóniz,Carlos,0,midfielder,MF
156,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-79515,de las Casas,Mario,0,defender,DF
157,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-07526,Denegri,Alberto,0,midfielder,MF
158,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-45649,Fernández,Arturo,0,defender,DF
159,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-64036,Galindo,Plácido,0,midfielder,MF
160,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-38495,García,Domingo,0,midfielder,MF
161,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-29687,Góngora,Jorge,0,forward,FW
162,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-93477,Lavalle,José María,0,forward,FW
163,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-44526,Lores,Julio,0,forward,FW
164,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-57115,Maquilón,Antonio,0,defender,DF
165,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-71799,Neyra,Demetrio,0,forward,FW
166,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-19170,Pacheco,Pablo,0,forward,FW
167,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-06866,Pardon,Jorge,0,goal keeper,GK
168,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-08526,Quintana,Julio,0,midfielder,MF
169,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-27561,Rodríguez Nue,Lizardo,0,forward,FW
170,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-36167,Sarmiento,Jorge,0,forward,FW
171,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-66691,Soria,Alberto,0,defender,DF
172,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-44010,Souza Ferreira,Luis,0,forward,FW
173,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-89076,Valdivieso,Juan,0,goal keeper,GK
174,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-41536,Valle,Juan Alfonso,0,midfielder,MF
175,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,P-36243,Villanueva,Alejandro,0,forward,FW
176,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-99417,Barbu,Ştefan,0,forward,FW
177,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-62376,Bürger,Rudolf,0,defender,DF
178,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-27752,Czako,Iosif,0,defender,DF
179,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-91295,Deşu,Adalbert,0,forward,FW
180,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-20672,Eisenbeisser,Alfred,0,midfielder,MF
181,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-70294,Kovács,Miklós,0,forward,FW
182,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-09282,Lǎpuşneanu,Ion,0,goal keeper,GK
183,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-07972,Raffinsky,László,0,midfielder,MF
184,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-02455,Robe,Corneliu,0,midfielder,MF
185,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-18615,Stanciu,Constantin,0,forward,FW
186,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-51872,Steiner,Adalbert,0,defender,DF
187,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-81554,Subăşeanu,Ilie,0,forward,FW
188,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-22907,Vogl,Emerich,0,defender,DF
189,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-85622,Wetzer,Rudolf,0,forward,FW
190,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,P-22304,Zauber,Samuel,0,goal keeper,GK
191,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-58795,Auld,Andy,0,midfielder,MF
192,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-94425,Bookie,Mike,0,forward,FW
193,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-06424,Brown,Jim,0,forward,FW
194,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-12437,Douglas,Jimmy,0,goal keeper,GK
195,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-37361,Florie,Tom,0,forward,FW
196,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-99522,Gallagher,Jimmy,0,midfielder,MF
197,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-00733,Gentle,James,0,forward,FW
198,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-85569,Gonsalves,Billy,0,forward,FW
199,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-65185,McGhee,Bart,0,forward,FW
200,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-25155,Moorhouse,George,0,defender,DF
201,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-46121,Oliver,Arnie,0,forward,FW
202,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-71973,Patenaude,Bert,0,forward,FW
203,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-47437,Slone,Philip,0,midfielder,MF
204,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-04110,Tracey,Raphael,0,forward,FW
205,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-49855,Vaughn,Frank,0,defender,DF
206,WC-1930,1930 FIFA Men's World Cup,T-83,United States,USA,P-56459,Wood,Alexander,0,defender,DF
207,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-63826,Andrade,José Leandro,0,midfielder,MF
208,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-57352,Anselmo,Peregrino,0,forward,FW
209,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-63987,Ballesteros,Enrique,0,goal keeper,GK
210,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-47453,Calvo,Juan Carlos,0,forward,FW
211,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-76186,Capuccini,Miguel,0,goal keeper,GK
212,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-54697,Castro,Héctor,0,forward,FW
213,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-18628,Cea,Pedro,0,forward,FW
214,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-38674,Dorado,Pablo,0,forward,FW
215,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-53856,Fernández,Lorenzo,0,midfielder,MF
216,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-39785,Gestido,Álvaro,0,midfielder,MF
217,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-31959,Iriarte,Santos,0,forward,FW
218,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-49150,Mascheroni,Ernesto,0,defender,DF
219,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-55304,Melogno,Ángel,0,midfielder,MF
220,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-76270,Nasazzi,José,0,defender,DF
221,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-93278,Petrone,Pedro,0,forward,FW
222,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-41238,Píriz,Conduelo,0,midfielder,MF
223,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-63026,Recoba,Emilio,0,defender,DF
224,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-98216,Riolfo,Carlos,0,midfielder,MF
225,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-93344,Saldombide,Zoilo,0,forward,FW
226,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-44201,Scarone,Héctor,0,forward,FW
227,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-86932,Tejera,Domingo,0,defender,DF
228,WC-1930,1930 FIFA Men's World Cup,T-84,Uruguay,URY,P-17569,Urdinarán,Santos,0,forward,FW
229,WC-1930,1930 FIFA Men's World Cup,T-87,Yugoslavia,YUG,P-72808,Arsenijević,Milorad,0,midfielder,MF
230,WC-1930,1930 FIFA Men's World Cup,T-87,Yugoslavia,YUG,P-43734,Bek,Ivan,0,forward,FW
231,WC-1930,1930 FIFA Men's World Cup,T-87,Yugoslavia,YUG,P-13261,Đokić,Momčilo,0,midfielder,MF
232,WC-1930,1930 FIFA Men's World Cup,T-87,Yugoslavia,YUG,P-15059,Hrnjiček,Branislav,0,midfielder,MF
