key_id,tournament_id,tournament_name,match_id,match_name,match_date,stage_name,group_name,team_id,team_name,team_code,home_team,away_team,player_id,family_name,given_name,shirt_number,position_name,position_code,starter,substitute,captain
11,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-44,Mexico,MEX,1,0,P-03963,Fragoso,Javier,21,forward,FW,1,0,0
12,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-44,Mexico,MEX,1,0,P-04809,Munguía,Antonio,8,midfielder,MF,0,1,0
13,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-70,Soviet Union,SUN,0,1,P-00889,Kavazashvili,Anzor,2,goal keeper,GK,1,0,0
14,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-70,Soviet Union,SUN,0,1,P-00096,Kaplichny,Vladimir,5,defender,DF,1,0,0
15,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-70,Soviet Union,SUN,0,1,P-06460,Lovchev,Evgeny,6,defender,DF,1,0,0
16,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-70,Soviet Union,SUN,0,1,P-05203,Logofet,Gennady,7,defender,DF,1,0,0
17,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-70,Soviet Union,SUN,0,1,P-06885,Shesternyov,Albert,9,defender,DF,1,0,1
18,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-70,Soviet Union,SUN,0,1,P-02708,Asatiani,Kakhi,11,midfielder,MF,1,0,0
19,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-70,Soviet Union,SUN,0,1,P-03233,Muntyan,Vladimir,14,midfielder,MF,1,0,0
20,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-70,Soviet Union,SUN,0,1,P-04378,Serebryanikov,Viktor,15,midfielder,MF,1,0,0
21,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-70,Soviet Union,SUN,0,1,P-07217,Byshovets,Anatoliy,16,forward,FW,1,0,0
22,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-70,Soviet Union,SUN,0,1,P-02585,Yevriuzhikin,Gennady,17,forward,FW,1,0,0
23,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-70,Soviet Union,SUN,0,1,P-09857,Nodia,Givi,19,forward,FW,1,0,0
24,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-70,Soviet Union,SUN,0,1,P-03867,Puzach,Anatoliy,20,forward,FW,0,1,0
25,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,1970-05-31,group stage,Group 1,T-70,Soviet Union,SUN,0,1,P-06447,Khmelnitsky,Vitaly,21,forward,FW,0,1,0
26,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-81,Uruguay,URY,1,0,P-02729,Mazurkiewicz,Ladislao,1,goal keeper,GK,1,0,0
27,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-81,Uruguay,URY,1,0,P-07151,Ancheta,Atilio,2,defender,DF,1,0,0
28,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-81,Uruguay,URY,1,0,P-07507,Matosas,Roberto,3,defender,DF,1,0,0
29,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-81,Uruguay,URY,1,0,P-01017,Ubiña,Luis,4,defender,DF,1,0,0
30,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-81,Uruguay,URY,1,0,P-06276,Montero Castillo,Julio,5,midfielder,MF,1,0,0
31,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-81,Uruguay,URY,1,0,P-00668,Mujica,Juan,6,defender,DF,1,0,0
32,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-81,Uruguay,URY,1,0,P-08991,Cubilla,Luis,7,midfielder,MF,1,0,0
33,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-81,Uruguay,URY,1,0,P-08628,Rocha,Pedro,8,midfielder,MF,1,0,1
34,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-81,Uruguay,URY,1,0,P-06642,Espárrago,Víctor,9,forward,FW,1,0,0
35,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-81,Uruguay,URY,1,0,P-03196,Maneiro,Ildo,10,midfielder,MF,1,0,0
36,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-81,Uruguay,URY,1,0,P-02221,Losada,Julio,21,midfielder,MF,1,0,0
37,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-81,Uruguay,URY,1,0,P-00004,Cortés,Julio César,20,forward,FW,0,1,0
38,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-38,Israel,ISR,0,1,P-00062,Vissoker,Yitzchak,1,goal keeper,GK,1,0,0
39,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-38,Israel,ISR,0,1,P-06382,Primo,David,4,defender,DF,1,0,0
40,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-38,Israel,ISR,0,1,P-09684,Rosen,Zvi,5,defender,DF,1,0,0
41,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-38,Israel,ISR,0,1,P-06309,Rosenthal,Shmuel,6,midfielder,MF,1,0,0
42,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-38,Israel,ISR,0,1,P-00022,Shum,Itzhak,7,midfielder,MF,1,0,0
43,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-38,Israel,ISR,0,1,P-08900,Spiegel,Giora,8,midfielder,MF,1,0,0
44,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-38,Israel,ISR,0,1,P-02424,Feigenbaum,Yehoshua,9,forward,FW,1,0,0
45,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-38,Israel,ISR,0,1,P-03273,Spiegler,Mordechai,10,midfielder,MF,1,0,1
46,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-38,Israel,ISR,0,1,P-07568,Schwager,Yisha'ayahu,12,defender,DF,1,0,0
47,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-38,Israel,ISR,0,1,P-04692,Shmulevich-Rom,Danny,14,defender,DF,1,0,0
48,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-38,Israel,ISR,0,1,P-09060,Talbi,Rachamim,15,forward,FW,1,0,0
49,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-38,Israel,ISR,0,1,P-02124,Bar,Shraga,2,defender,DF,0,1,0
50,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-38,Israel,ISR,0,1,P-01619,Vollach,Yochanan,16,defender,DF,0,1,0
51,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-27,England,ENG,1,0,P-00753,Banks,Gordon,1,goal keeper,GK,1,0,0
52,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-27,England,ENG,1,0,P-00193,Newton,Keith,2,right back,RB,1,0,0
53,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-27,England,ENG,1,0,P-09676,Cooper,Terry,3,left back,LB,1,0,0
54,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-27,England,ENG,1,0,P-07975,Mullery,Alan,4,defensive midfielder,DM,1,0,0
55,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-27,England,ENG,1,0,P-06967,Labone,Brian,5,center back,CB,1,0,0
56,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-27,England,ENG,1,0,P-06545,Moore,Bobby,6,center back,CB,1,0,1
57,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-27,England,ENG,1,0,P-02882,Lee,Francis,7,center forward,CF,1,0,0
58,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-27,England,ENG,1,0,P-05583,Ball,Alan,8,center midfielder,CM,1,0,0
59,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-27,England,ENG,1,0,P-03645,Charlton,Bobby,9,attacking midfielder,AM,1,0,0
60,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-27,England,ENG,1,0,P-04680,Hurst,Geoff,10,center forward,CF,1,0,0
61,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-27,England,ENG,1,0,P-00965,Peters,Martin,11,center midfielder,CM,1,0,0
62,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-27,England,ENG,1,0,P-00157,Wright,Tommy,14,defender,DF,0,1,0
63,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-27,England,ENG,1,0,P-02229,Osgood,Peter,20,forward,FW,0,1,0
64,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-59,Romania,ROU,0,1,P-03964,Sătmăreanu,Lajos,2,right back,RB,1,0,0
65,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-59,Romania,ROU,0,1,P-08739,Lupescu,Nicolae,3,center back,CB,1,0,0
66,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-59,Romania,ROU,0,1,P-01821,Mocanu,Mihai,4,left back,LB,1,0,0
67,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-59,Romania,ROU,0,1,P-08464,Dinu,Cornel,5,center back,CB,1,0,0
68,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-59,Romania,ROU,0,1,P-01633,Dembrovschi,Emerich,7,center forward,CF,1,0,0
69,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-59,Romania,ROU,0,1,P-02339,Dumitrache,Florea,9,center forward,CF,1,0,0
70,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-59,Romania,ROU,0,1,P-09524,Nunweiller,Radu,10,attacking midfielder,AM,1,0,0
71,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-59,Romania,ROU,0,1,P-06369,Lucescu,Mircea,11,right winger,RW,1,0,1
72,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-59,Romania,ROU,0,1,P-06508,Dumitru,Ion,15,defensive midfielder,DM,1,0,0
73,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-59,Romania,ROU,0,1,P-08467,Tătaru,Gheorghe,17,left winger,LW,1,0,0
74,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-59,Romania,ROU,0,1,P-04643,Adamache,Stere,21,goal keeper,GK,1,0,0
75,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-59,Romania,ROU,0,1,P-04777,Neagu,Alexandru,16,forward,FW,0,1,0
76,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-06586,Rubiños,Luis,1,goal keeper,GK,1,0,0
77,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-05686,Campos,Eloy,2,defender,DF,1,0,0
78,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-03544,de la Torre,Orlando,3,defender,DF,1,0,0
79,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-03435,Chumpitaz,Héctor,4,defender,DF,1,0,1
80,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-00023,Fuentes,Nicolás,5,defender,DF,1,0,0
81,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-01093,Mifflin,Ramón,6,midfielder,MF,1,0,0
82,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-01300,Challe,Roberto,7,midfielder,MF,1,0,0
83,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-05991,Baylón,Julio,8,forward,FW,1,0,0
84,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-09127,León,Pedro Pablo,9,forward,FW,1,0,0
85,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-01728,Cubillas,Teófilo,10,forward,FW,1,0,0
86,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-01139,Gallardo,Alberto,11,forward,FW,1,0,0
87,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-00276,González,Javier,15,midfielder,MF,0,1,0
88,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-08025,Sotil,Hugo,20,forward,FW,0,1,0
89,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-07949,Simeonov,Simeon,1,goal keeper,GK,1,0,0
90,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-07620,Shalamanov,Aleksandar,2,defender,DF,1,0,0
91,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-06627,Dimitrov,Ivan,3,defender,DF,1,0,1
92,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-08137,Aladzhov,Stefan,4,defender,DF,1,0,0
93,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-03739,Davidov,Ivan,5,defender,DF,1,0,0
94,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-03422,Penev,Dimitar,6,midfielder,MF,1,0,0
95,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-02583,Popov,Georgi,7,forward,FW,1,0,0
96,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-04912,Bonev,Hristo,8,midfielder,MF,1,0,0
97,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-03067,Zhekov,Petar,9,forward,FW,1,0,0
98,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-06477,Yakimov,Dimitar,10,midfielder,MF,1,0,0
99,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-02254,Dermendzhiev,Dinko,11,forward,FW,1,0,0
100,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-00985,Marashliev,Dimitar,18,forward,FW,0,1,0
101,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-02376,Asparuhov,Georgi,19,forward,FW,0,1,0
102,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-06,Belgium,BEL,1,0,P-06174,Piot,Christian,1,goal keeper,GK,1,0,0
103,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-06,Belgium,BEL,1,0,P-09155,Heylens,Georges,2,defender,DF,1,0,0
104,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-06,Belgium,BEL,1,0,P-05005,Thissen,Jean,3,defender,DF,1,0,0
105,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-06,Belgium,BEL,1,0,P-00260,Dewalque,Nicolas,4,defender,DF,1,0,0
106,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-06,Belgium,BEL,1,0,P-05235,Dockx,Jean,6,defender,DF,1,0,0
107,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-06,Belgium,BEL,1,0,P-08112,Semmeling,Léon,7,midfielder,MF,1,0,0
108,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-06,Belgium,BEL,1,0,P-03054,Van Moer,Wilfried,8,midfielder,MF,1,0,0
109,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-06,Belgium,BEL,1,0,P-09244,Devrindt,Johan,9,midfielder,MF,1,0,0
110,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-06,Belgium,BEL,1,0,P-00937,Van Himst,Paul,10,midfielder,MF,1,0,1
111,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-06,Belgium,BEL,1,0,P-03986,Puis,Wilfried,11,forward,FW,1,0,0
112,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-06,Belgium,BEL,1,0,P-07690,Lambert,Raoul,18,forward,FW,1,0,0
113,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-06,Belgium,BEL,1,0,P-06612,Polleunis,Odilon,16,midfielder,MF,0,1,0
114,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-26,El Salvador,SLV,0,1,P-09407,Magaña,Raúl,1,goal keeper,GK,1,0,0
115,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-26,El Salvador,SLV,0,1,P-03659,Rivas,Roberto,2,defender,DF,1,0,0
116,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-26,El Salvador,SLV,0,1,P-07235,Mariona,Salvador,3,defender,DF,1,0,1
117,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-26,El Salvador,SLV,0,1,P-04991,Osorio,Saturnino,5,defender,DF,1,0,0
118,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-26,El Salvador,SLV,0,1,P-02342,Quintanilla,José,6,midfielder,MF,1,0,0
119,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-26,El Salvador,SLV,0,1,P-07219,Rodríguez,Mauricio,7,midfielder,MF,1,0,0
120,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-26,El Salvador,SLV,0,1,P-08508,Vásquez,Jorge,8,midfielder,MF,1,0,0
121,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-26,El Salvador,SLV,0,1,P-00824,Martínez,Juan Ramón,9,forward,FW,1,0,0
122,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-26,El Salvador,SLV,0,1,P-05665,Cabezas,Salvador,10,midfielder,MF,1,0,0
123,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-26,El Salvador,SLV,0,1,P-06517,Aparicio,Ernesto,11,forward,FW,1,0,0
124,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-26,El Salvador,SLV,0,1,P-08736,Manzano,Mauricio,14,defender,DF,1,0,0
125,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-26,El Salvador,SLV,0,1,P-06569,Cortés,Santiago,4,defender,DF,0,1,0
126,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,1970-06-03,group stage,Group 1,T-26,El Salvador,SLV,0,1,P-07755,Sarmeno,Genaro,16,midfielder,MF,0,1,0
127,WC-1970,1970 FIFA World Cup,M-1970-06,Italy v Sweden,1970-06-03,group stage,Group 2,T-39,Italy,ITA,1,0,P-00800,Albertosi,Enrico,1,goal keeper,GK,1,0,0
128,WC-1970,1970 FIFA World Cup,M-1970-06,Italy v Sweden,1970-06-03,group stage,Group 2,T-39,Italy,ITA,1,0,P-01867,Burgnich,Tarcisio,2,defender,DF,1,0,0
129,WC-1970,1970 FIFA World Cup,M-1970-06,Italy v Sweden,1970-06-03,group stage,Group 2,T-39,Italy,ITA,1,0,P-04600,Facchetti,Giacinto,3,defender,DF,1,0,1
130,WC-1970,1970 FIFA World Cup,M-1970-06,Italy v Sweden,1970-06-03,group stage,Group 2,T-39,Italy,ITA,1,0,P-01893,Cera,Pierluigi,5,defender,DF,1,0,0
131,WC-1970,1970 FIFA World Cup,M-1970-06,Italy v Sweden,1970-06-03,group stage,Group 2,T-39,Italy,ITA,1,0,P-00925,Niccolai,Comunardo,7,defender,DF,1,0,0
132,WC-1970,1970 FIFA World Cup,M-1970-06,Italy v Sweden,1970-06-03,group stage,Group 2,T-39,Italy,ITA,1,0,P-02034,Bertini,Mario,10,midfielder,MF,1,0,0
133,WC-1970,1970 FIFA World Cup,M-1970-06,Italy v Sweden,1970-06-03,group stage,Group 2,T-39,Italy,ITA,1,0,P-01971,Riva,Gigi,11,forward,FW,1,0,0
134,WC-1970,1970 FIFA World Cup,M-1970-06,Italy v Sweden,1970-06-03,group stage,Group 2,T-39,Italy,ITA,1,0,P-08656,Domenghini,Angelo,13,forward,FW,1,0,0
135,WC-1970,1970 FIFA World Cup,M-1970-06,Italy v Sweden,1970-06-03,group stage,Group 2,T-39,Italy,ITA,1,0,P-04239,Mazzola,Sandro,15,midfielder,MF,1,0,0
136,WC-1970,1970 FIFA World Cup,M-1970-06,Italy v Sweden,1970-06-03,group stage,Group 2,T-39,Italy,ITA,1,0,P-04369,De Sisti,Giancarlo,16,midfielder,MF,1,0,0
137,WC-1970,1970 FIFA World Cup,M-1970-06,Italy v Sweden,1970-06-03,group stage,Group 2,T-39,Italy,ITA,1,0,P-02561,Boninsegna,Roberto,20,forward,FW,1,0,0
