key_id,tournament_id,tournament_name,match_id,match_name,match_date,stage_name,group_name,team_id,team_name,team_code,home_team,away_team,manager_id,family_name,given_name,country_name
56,WC-1934,1934 FIFA World Cup,M-1934-07,Sweden v Argentina,1934-05-27,round of 16,not applicable,T-03,Argentina,ARG,0,1,M-235,Pascucci,Felipe,Italy
57,WC-1934,1934 FIFA World Cup,M-1934-08,Switzerland v Netherlands,1934-05-27,round of 16,not applicable,T-72,Switzerland,CHE,1,0,M-207,Müller,Heinrich,Switzerland
58,WC-1934,1934 FIFA World Cup,M-1934-08,Switzerland v Netherlands,1934-05-27,round of 16,not applicable,T-46,Netherlands,NLD,0,1,M-095,Glendenning,Bob,England
59,WC-1934,1934 FIFA World Cup,M-1934-09,Austria v Hungary,1934-05-31,quarter-finals,not applicable,T-05,Austria,AUT,1,0,M-188,Meisl,Hugo,Austria
60,WC-1934,1934 FIFA World Cup,M-1934-09,Austria v Hungary,1934-05-31,quarter-finals,not applicable,T-34,Hungary,HUN,0,1,M-211,Nádas,Ödön,Hungary
61,WC-1934,1934 FIFA World Cup,M-1934-10,Czechoslovakia v Switzerland,1934-05-31,quarter-finals,not applicable,T-20,Czechoslovakia,CSK,1,0,M-242,Petrů,Karel,Czechoslovakia
62,WC-1934,1934 FIFA World Cup,M-1934-10,Czechoslovakia v Switzerland,1934-05-31,quarter-finals,not applicable,T-72,Switzerland,CHE,0,1,M-207,Müller,Heinrich,Switzerland
63,WC-1934,1934 FIFA World Cup,M-1934-11,Germany v Sweden,1934-05-31,quarter-finals,not applicable,T-29,Germany,DEU,1,0,M-216,Nerz,Otto,Germany
64,WC-1934,1934 FIFA World Cup,M-1934-11,Germany v Sweden,1934-05-31,quarter-finals,not applicable,T-71,Sweden,SWE,0,1,M-243,Pettersson,John,Sweden
65,WC-1934,1934 FIFA World Cup,M-1934-12,Italy v Spain,1934-05-31,quarter-finals,not applicable,T-39,Italy,ITA,1,0,M-253,Pozzo,Vittorio,Italy
66,WC-1934,1934 FIFA World Cup,M-1934-12,Italy v Spain,1934-05-31,quarter-finals,not applicable,T-70,Spain,ESP,0,1,M-093,García,Amadeo,Spain
67,WC-1934,1934 FIFA World Cup,M-1934-13,Italy v Spain,1934-06-01,quarter-finals,not applicable,T-39,Italy,ITA,1,0,M-253,Pozzo,Vittorio,Italy
68,WC-1934,1934 FIFA World Cup,M-1934-13,Italy v Spain,1934-06-01,quarter-finals,not applicable,T-70,Spain,ESP,0,1,M-093,García,Amadeo,Spain
69,WC-1934,1934 FIFA World Cup,M-1934-14,Czechoslovakia v Germany,1934-06-03,semi-finals,not applicable,T-20,Czechoslovakia,CSK,1,0,M-242,Petrů,Karel,Czechoslovakia
70,WC-1934,1934 FIFA World Cup,M-1934-14,Czechoslovakia v Germany,1934-06-03,semi-finals,not applicable,T-29,Germany,DEU,0,1,M-216,Nerz,Otto,Germany
71,WC-1934,1934 FIFA World Cup,M-1934-15,Italy v Austria,1934-06-03,semi-finals,not applicable,T-39,Italy,ITA,1,0,M-253,Pozzo,Vittorio,Italy
72,WC-1934,1934 FIFA World Cup,M-1934-15,Italy v Austria,1934-06-03,semi-finals,not applicable,T-05,Austria,AUT,0,1,M-188,Meisl,Hugo,Austria
73,WC-1934,1934 FIFA World Cup,M-1934-16,Germany v Austria,1934-06-07,third-place match,not applicable,T-29,Germany,DEU,1,0,M-216,Nerz,Otto,Germany
74,WC-1934,1934 FIFA World Cup,M-1934-16,Germany v Austria,1934-06-07,third-place match,not applicable,T-05,Austria,AUT,0,1,M-188,Meisl,Hugo,Austria
75,WC-1934,1934 FIFA World Cup,M-1934-17,Italy v Czechoslovakia,1934-06-10,final,not applicable,T-39,Italy,ITA,1,0,M-253,Pozzo,Vittorio,Italy
76,WC-1934,1934 FIFA World Cup,M-1934-17,Italy v Czechoslovakia,1934-06-10,final,not applicable,T-20,Czechoslovakia,CSK,0,1,M-242,Petrů,Karel,Czechoslovakia
77,WC-1938,1938 FIFA World Cup,M-1938-01,Switzerland v Germany,1938-06-04,round of 16,not applicable,T-72,Switzerland,CHE,1,0,M-264,Rappan,Karl,Austria
78,WC-1938,1938 FIFA World Cup,M-1938-01,Switzerland v Germany,1938-06-04,round of 16,not applicable,T-29,Germany,DEU,0,1,M-114,Herberger,Sepp,Germany
79,WC-1938,1938 FIFA World Cup,M-1938-02,Cuba v Romania,1938-06-05,round of 16,not applicable,T-18,Cuba,CUB,1,0,M-318,Tapia,José,Cuba
80,WC-1938,1938 FIFA World Cup,M-1938-02,Cuba v Romania,1938-06-05,round of 16,not applicable,T-58,Romania,ROU,0,1,M-260,Rădulescu,Costel,Romania
81,WC-1938,1938 FIFA World Cup,M-1938-02,Cuba v Romania,1938-06-05,round of 16,not applicable,T-58,Romania,ROU,0,1,M-291,Săvulescu,Alexandru,Romania
82,WC-1938,1938 FIFA World Cup,M-1938-03,France v Belgium,1938-06-05,round of 16,not applicable,T-28,France,FRA,1,0,M-019,Barreau,Gaston,France
83,WC-1938,1938 FIFA World Cup,M-1938-03,France v Belgium,1938-06-05,round of 16,not applicable,T-06,Belgium,BEL,0,1,M-046,Butler,Jack,England
84,WC-1938,1938 FIFA World Cup,M-1938-04,Hungary v Dutch East Indies,1938-06-05,round of 16,not applicable,T-34,Hungary,HUN,1,0,M-074,Dietz,Károly,Hungary
85,WC-1938,1938 FIFA World Cup,M-1938-04,Hungary v Dutch East Indies,1938-06-05,round of 16,not applicable,T-34,Hungary,HUN,1,0,M-293,Schaffer,Alfréd,Hungary
86,WC-1938,1938 FIFA World Cup,M-1938-04,Hungary v Dutch East Indies,1938-06-05,round of 16,not applicable,T-22,Dutch East Indies,IDN,0,1,M-183,Mastenbroek,Johan,Netherlands
87,WC-1938,1938 FIFA World Cup,M-1938-05,Italy v Norway,1938-06-05,round of 16,not applicable,T-39,Italy,ITA,1,0,M-253,Pozzo,Vittorio,Italy
88,WC-1938,1938 FIFA World Cup,M-1938-05,Italy v Norway,1938-06-05,round of 16,not applicable,T-51,Norway,NOR,0,1,M-111,Halvorsen,Asbjørn,Norway
89,WC-1938,1938 FIFA World Cup,M-1938-06,Brazil v Poland,1938-06-05,round of 16,not applicable,T-09,Brazil,BRA,1,0,M-247,Pimenta,Adhemar,Brazil
90,WC-1938,1938 FIFA World Cup,M-1938-06,Brazil v Poland,1938-06-05,round of 16,not applicable,T-55,Poland,POL,0,1,M-137,Kałuża,Józef,Poland
91,WC-1938,1938 FIFA World Cup,M-1938-07,Czechoslovakia v Netherlands,1938-06-05,round of 16,not applicable,T-20,Czechoslovakia,CSK,1,0,M-189,Meissner,Josef,Czechoslovakia
92,WC-1938,1938 FIFA World Cup,M-1938-07,Czechoslovakia v Netherlands,1938-06-05,round of 16,not applicable,T-46,Netherlands,NLD,0,1,M-095,Glendenning,Bob,England
93,WC-1938,1938 FIFA World Cup,M-1938-08,Cuba v Romania,1938-06-09,round of 16,not applicable,T-18,Cuba,CUB,1,0,M-318,Tapia,José,Cuba
94,WC-1938,1938 FIFA World Cup,M-1938-08,Cuba v Romania,1938-06-09,round of 16,not applicable,T-58,Romania,ROU,0,1,M-260,Rădulescu,Costel,Romania
95,WC-1938,1938 FIFA World Cup,M-1938-08,Cuba v Romania,1938-06-09,round of 16,not applicable,T-58,Romania,ROU,0,1,M-291,Săvulescu,Alexandru,Romania
96,WC-1938,1938 FIFA World Cup,M-1938-09,Switzerland v Germany,1938-06-09,round of 16,not applicable,T-72,Switzerland,CHE,1,0,M-264,Rappan,Karl,Austria
97,WC-1938,1938 FIFA World Cup,M-1938-09,Switzerland v Germany,1938-06-09,round of 16,not applicable,T-29,Germany,DEU,0,1,M-114,Herberger,Sepp,Germany
98,WC-1938,1938 FIFA World Cup,M-1938-10,Brazil v Czechoslovakia,1938-06-12,quarter-finals,not applicable,T-09,Brazil,BRA,1,0,M-247,Pimenta,Adhemar,Brazil
99,WC-1938,1938 FIFA World Cup,M-1938-10,Brazil v Czechoslovakia,1938-06-12,quarter-finals,not applicable,T-20,Czechoslovakia,CSK,0,1,M-189,Meissner,Josef,Czechoslovakia
100,WC-1938,1938 FIFA World Cup,M-1938-11,Hungary v Switzerland,1938-06-12,quarter-finals,not applicable,T-34,Hungary,HUN,1,0,M-074,Dietz,Károly,Hungary
101,WC-1938,1938 FIFA World Cup,M-1938-11,Hungary v Switzerland,1938-06-12,quarter-finals,not applicable,T-34,Hungary,HUN,1,0,M-293,Schaffer,Alfréd,Hungary
102,WC-1938,1938 FIFA World Cup,M-1938-11,Hungary v Switzerland,1938-06-12,quarter-finals,not applicable,T-72,Switzerland,CHE,0,1,M-264,Rappan,Karl,Austria
103,WC-1938,1938 FIFA World Cup,M-1938-12,Italy v France,1938-06-12,quarter-finals,not applicable,T-39,Italy,ITA,1,0,M-253,Pozzo,Vittorio,Italy
104,WC-1938,1938 FIFA World Cup,M-1938-12,Italy v France,1938-06-12,quarter-finals,not applicable,T-28,France,FRA,0,1,M-019,Barreau,Gaston,France
105,WC-1938,1938 FIFA World Cup,M-1938-13,Sweden v Cuba,1938-06-12,quarter-finals,not applicable,T-71,Sweden,SWE,1,0,M-212,Nagy,József,Hungary
106,WC-1938,1938 FIFA World Cup,M-1938-13,Sweden v Cuba,1938-06-12,quarter-finals,not applicable,T-18,Cuba,CUB,0,1,M-318,Tapia,José,Cuba
107,WC-1938,1938 FIFA World Cup,M-1938-14,Brazil v Czechoslovakia,1938-06-14,quarter-finals,not applicable,T-09,Brazil,BRA,1,0,M-247,Pimenta,Adhemar,Brazil
108,WC-1938,1938 FIFA World Cup,M-1938-14,Brazil v Czechoslovakia,1938-06-14,quarter-finals,not applicable,T-20,Czechoslovakia,CSK,0,1,M-189,Meissner,Josef,Czechoslovakia
109,WC-1938,1938 FIFA World Cup,M-1938-15,Hungary v Sweden,1938-06-16,semi-finals,not applicable,T-34,Hungary,HUN,1,0,M-074,Dietz,Károly,Hungary
110,WC-1938,1938 FIFA World Cup,M-1938-15,Hungary v Sweden,1938-06-16,semi-finals,not applicable,T-34,Hungary,HUN,1,0,M-293,Schaffer,Alfréd,Hungary
111,WC-1938,1938 FIFA World Cup,M-1938-15,Hungary v Sweden,1938-06-16,semi-finals,not applicable,T-71,Sweden,SWE,0,1,M-212,Nagy,József,Hungary
112,WC-1938,1938 FIFA World Cup,M-1938-16,Italy v Brazil,1938-06-16,semi-finals,not applicable,T-39,Italy,ITA,1,0,M-253,Pozzo,Vittorio,Italy
113,WC-1938,1938 FIFA World Cup,M-1938-16,Italy v Brazil,1938-06-16,semi-finals,not applicable,T-09,Brazil,BRA,0,1,M-247,Pimenta,Adhemar,Brazil
114,WC-1938,1938 FIFA World Cup,M-1938-17,Brazil v Sweden,1938-06-19,third-place match,not applicable,T-09,Brazil,BRA,1,0,M-247,Pimenta,Adhemar,Brazil
115,WC-1938,1938 FIFA World Cup,M-1938-17,Brazil v Sweden,1938-06-19,third-place match,not applicable,T-71,Sweden,SWE,0,1,M-212,Nagy,József,Hungary
116,WC-1938,1938 FIFA World Cup,M-1938-18,Italy v Hungary,1938-06-19,final,not applicable,T-39,Italy,ITA,1,0,M-253,Pozzo,Vittorio,Italy
117,WC-1938,1938 FIFA World Cup,M-1938-18,Italy v Hungary,1938-06-19,final,not applicable,T-34,Hungary,HUN,0,1,M-074,Dietz,Károly,Hungary
118,WC-1938,1938 FIFA World Cup,M-1938-18,Italy v Hungary,1938-06-19,final,not applicable,T-34,Hungary,HUN,0,1,M-293,Schaffer,Alfréd,Hungary
119,WC-1950,1950 FIFA World Cup,M-1950-01,Brazil v Mexico,1950-06-24,group stage,Group 1,T-09,Brazil,BRA,1,0,M-062,Costa,Flávio,Brazil
120,WC-1950,1950 FIFA World Cup,M-1950-01,Brazil v Mexico,1950-06-24,group stage,Group 1,T-44,Mexico,MEX,0,1,M-337,Vial,Octavio,Mexico
121,WC-1950,1950 FIFA World Cup,M-1950-02,Yugoslavia v Switzerland,1950-06-25,group stage,Group 1,T-83,Yugoslavia,YUG,1,0,M-016,Arsenijević,Milorad,Yugoslavia
122,WC-1950,1950 FIFA World Cup,M-1950-02,Yugoslavia v Switzerland,1950-06-25,group stage,Group 1,T-72,Switzerland,CHE,0,1,M-010,Andreoli,Franco,Switzerland
123,WC-1950,1950 FIFA World Cup,M-1950-03,England v Chile,1950-06-25,group stage,Group 2,T-27,England,ENG,1,0,M-354,Winterbottom,Walter,England
124,WC-1950,1950 FIFA World Cup,M-1950-03,England v Chile,1950-06-25,group stage,Group 2,T-13,Chile,CHL,0,1,M-043,Buccicardi,Alberto,Chile
125,WC-1950,1950 FIFA World Cup,M-1950-04,Spain v United States,1950-06-25,group stage,Group 2,T-70,Spain,ESP,1,0,M-080,Eizaguirre,Guillermo,Spain
126,WC-1950,1950 FIFA World Cup,M-1950-04,Spain v United States,1950-06-25,group stage,Group 2,T-79,United States,USA,0,1,M-132,Jeffrey,William,United States
127,WC-1950,1950 FIFA World Cup,M-1950-05,Sweden v Italy,1950-06-25,group stage,Group 3,T-71,Sweden,SWE,1,0,M-266,Raynor,George,England
128,WC-1950,1950 FIFA World Cup,M-1950-05,Sweden v Italy,1950-06-25,group stage,Group 3,T-39,Italy,ITA,0,1,M-220,Novo,Ferruccio,Italy
129,WC-1950,1950 FIFA World Cup,M-1950-06,Brazil v Switzerland,1950-06-28,group stage,Group 1,T-09,Brazil,BRA,1,0,M-062,Costa,Flávio,Brazil
130,WC-1950,1950 FIFA World Cup,M-1950-06,Brazil v Switzerland,1950-06-28,group stage,Group 1,T-72,Switzerland,CHE,0,1,M-010,Andreoli,Franco,Switzerland
131,WC-1950,1950 FIFA World Cup,M-1950-07,Yugoslavia v Mexico,1950-06-28,group stage,Group 1,T-83,Yugoslavia,YUG,1,0,M-016,Arsenijević,Milorad,Yugoslavia
132,WC-1950,1950 FIFA World Cup,M-1950-07,Yugoslavia v Mexico,1950-06-28,group stage,Group 1,T-44,Mexico,MEX,0,1,M-337,Vial,Octavio,Mexico
133,WC-1950,1950 FIFA World Cup,M-1950-08,Spain v Chile,1950-06-29,group stage,Group 2,T-70,Spain,ESP,1,0,M-080,Eizaguirre,Guillermo,Spain
134,WC-1950,1950 FIFA World Cup,M-1950-08,Spain v Chile,1950-06-29,group stage,Group 2,T-13,Chile,CHL,0,1,M-043,Buccicardi,Alberto,Chile
135,WC-1950,1950 FIFA World Cup,M-1950-09,United States v England,1950-06-29,group stage,Group 2,T-79,United States,USA,1,0,M-132,Jeffrey,William,United States
136,WC-1950,1950 FIFA World Cup,M-1950-09,United States v England,1950-06-29,group stage,Group 2,T-27,England,ENG,0,1,M-354,Winterbottom,Walter,England
137,WC-1950,1950 FIFA World Cup,M-1950-10,Sweden v Paraguay,1950-06-29,group stage,Group 3,T-71,Sweden,SWE,1,0,M-266,Raynor,George,England
138,WC-1950,1950 FIFA World Cup,M-1950-10,Sweden v Paraguay,1950-06-29,group stage,Group 3,T-53,Paraguay,PRY,0,1,M-090,Fleitas Solich,Manuel,Paraguay
139,WC-1950,1950 FIFA World Cup,M-1950-11,Brazil v Yugoslavia,1950-07-01,group stage,Group 1,T-09,Brazil,BRA,1,0,M-062,Costa,Flávio,Brazil
140,WC-1950,1950 FIFA World Cup,M-1950-11,Brazil v Yugoslavia,1950-07-01,group stage,Group 1,T-83,Yugoslavia,YUG,0,1,M-016,Arsenijević,Milorad,Yugoslavia
141,WC-1950,1950 FIFA World Cup,M-1950-12,Chile v United States,1950-07-02,group stage,Group 2,T-13,Chile,CHL,1,0,M-043,Buccicardi,Alberto,Chile
142,WC-1950,1950 FIFA World Cup,M-1950-12,Chile v United States,1950-07-02,group stage,Group 2,T-79,United States,USA,0,1,M-132,Jeffrey,William,United States
143,WC-1950,1950 FIFA World Cup,M-1950-13,Spain v England,1950-07-02,group stage,Group 2,T-70,Spain,ESP,1,0,M-080,Eizaguirre,Guillermo,Spain
144,WC-1950,1950 FIFA World Cup,M-1950-13,Spain v England,1950-07-02,group stage,Group 2,T-27,England,ENG,0,1,M-354,Winterbottom,Walter,England
145,WC-1950,1950 FIFA World Cup,M-1950-14,Italy v Paraguay,1950-07-02,group stage,Group 3,T-39,Italy,ITA,1,0,M-220,Novo,Ferruccio,Italy
146,WC-1950,1950 FIFA World Cup,M-1950-14,Italy v Paraguay,1950-07-02,group stage,Group 3,T-53,Paraguay,PRY,0,1,M-090,Fleitas Solich,Manuel,Paraguay
147,WC-1950,1950 FIFA World Cup,M-1950-15,Uruguay v Bolivia,1950-07-02,group stage,Group 4,T-80,Uruguay,URY,1,0,M-170,López,Juan,Uruguay
148,WC-1950,1950 FIFA World Cup,M-1950-15,Uruguay v Bolivia,1950-07-02,group stage,Group 4,T-07,Bolivia,BOL,0,1,M-255,Pretto,Mario,Italy
149,WC-1950,1950 FIFA World Cup,M-1950-16,Switzerland v Mexico,1950-07-02,group stage,Group 1,T-72,Switzerland,CHE,1,0,M-010,Andreoli,Franco,Switzerland
150,WC-1950,1950 FIFA World Cup,M-1950-16,Switzerland v Mexico,1950-07-02,group stage,Group 1,T-44,Mexico,MEX,0,1,M-337,Vial,Octavio,Mexico
151,WC-1950,1950 FIFA World Cup,M-1950-17,Brazil v Sweden,1950-07-09,final round,not applicable,T-09,Brazil,BRA,1,0,M-062,Costa,Flávio,Brazil
152,WC-1950,1950 FIFA World Cup,M-1950-17,Brazil v Sweden,1950-07-09,final round,not applicable,T-71,Sweden,SWE,0,1,M-266,Raynor,George,England
153,WC-1950,1950 FIFA World Cup,M-1950-18,Uruguay v Spain,1950-07-09,final round,not applicable,T-80,Uruguay,URY,1,0,M-170,López,Juan,Uruguay
154,WC-1950,1950 FIFA World Cup,M-1950-18,Uruguay v Spain,1950-07-09,final round,not applicable,T-70,Spain,ESP,0,1,M-080,Eizaguirre,Guillermo,Spain
155,WC-1950,1950 FIFA World Cup,M-1950-19,Brazil v Spain,1950-07-13,final round,not applicable,T-09,Brazil,BRA,1,0,M-062,Costa,Flávio,Brazil
