key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,team_id,team_name,team_code,opponent_id,opponent_name,opponent_code,home_team,away_team,goals_for,goals_against,goal_differential,extra_time,penalty_shootout,penalties_for,penalties_against,result,win,lose,draw
26,WC-1930,1930 FIFA Men's World Cup,M-1930-13,Paraguay vs Belgium,group stage,Group 4,1,0,0,0,1930-07-20,15:00,S-238,Estadio Centenario,Montevideo,Uruguay,T-06,Belgium,BEL,T-55,Paraguay,PRY,0,1,0,1,-1,0,0,0,0,lose,0,1,0
27,WC-1930,1930 FIFA Men's World Cup,M-1930-14,Uruguay vs Romania,group stage,Group 3,1,0,0,0,1930-07-21,14:50,S-238,Estadio Centenario,Montevideo,Uruguay,T-84,Uruguay,URY,T-61,Romania,ROU,1,0,4,0,4,0,0,0,0,win,1,0,0
28,WC-1930,1930 FIFA Men's World Cup,M-1930-14,Uruguay vs Romania,group stage,Group 3,1,0,0,0,1930-07-21,14:50,S-238,Estadio Centenario,Montevideo,Uruguay,T-61,Romania,ROU,T-84,Uruguay,URY,0,1,0,4,-4,0,0,0,0,lose,0,1,0
29,WC-1930,1930 FIFA Men's World Cup,M-1930-15,Argentina vs Chile,group stage,Group 1,1,0,0,0,1930-07-22,14:45,S-238,Estadio Centenario,Montevideo,Uruguay,T-03,Argentina,ARG,T-13,Chile,CHL,1,0,3,1,2,0,0,0,0,win,1,0,0
30,WC-1930,1930 FIFA Men's World Cup,M-1930-15,Argentina vs Chile,group stage,Group 1,1,0,0,0,1930-07-22,14:45,S-238,Estadio Centenario,Montevideo,Uruguay,T-13,Chile,CHL,T-03,Argentina,ARG,0,1,1,3,-2,0,0,0,0,lose,0,1,0
31,WC-1930,1930 FIFA Men's World Cup,M-1930-16,Argentina vs United States,semi-finals,not applicable,0,1,0,0,1930-07-26,14:45,S-238,Estadio Centenario,Montevideo,Uruguay,T-03,Argentina,ARG,T-83,United States,USA,1,0,6,1,5,0,0,0,0,win,1,0,0
32,WC-1930,1930 FIFA Men's World Cup,M-1930-16,Argentina vs United States,semi-finals,not applicable,0,1,0,0,1930-07-26,14:45,S-238,Estadio Centenario,Montevideo,Uruguay,T-83,United States,USA,T-03,Argentina,ARG,0,1,1,6,-5,0,0,0,0,lose,0,1,0
33,WC-1930,1930 FIFA Men's World Cup,M-1930-17,Uruguay vs Yugoslavia,semi-finals,not applicable,0,1,0,0,1930-07-27,14:45,S-238,Estadio Centenario,Montevideo,Uruguay,T-84,Uruguay,URY,T-87,Yugoslavia,YUG,1,0,6,1,5,0,0,0,0,win,1,0,0
34,WC-1930,1930 FIFA Men's World Cup,M-1930-17,Uruguay vs Yugoslavia,semi-finals,not applicable,0,1,0,0,1930-07-27,14:45,S-238,Estadio Centenario,Montevideo,Uruguay,T-87,Yugoslavia,YUG,T-84,Uruguay,URY,0,1,1,6,-5,0,0,0,0,lose,0,1,0
35,WC-1930,1930 FIFA Men's World Cup,M-1930-18,Uruguay vs Argentina,final,not applicable,0,1,0,0,1930-07-30,14:15,S-238,Estadio Centenario,Montevideo,Uruguay,T-84,Uruguay,URY,T-03,Argentina,ARG,1,0,4,2,2,0,0,0,0,win,1,0,0
36,WC-1930,1930 FIFA Men's World Cup,M-1930-18,Uruguay vs Argentina,final,not applicable,0,1,0,0,1930-07-30,14:15,S-238,Estadio Centenario,Montevideo,Uruguay,T-03,Argentina,ARG,T-84,Uruguay,URY,0,1,2,4,-2,0,0,0,0,lose,0,1,0
37,WC-1934,1934 FIFA Men's World Cup,M-1934-01,Austria vs France,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-114,Stadio Benito Mussolini,Turin,Italy,T-05,Austria,AUT,T-30,France,FRA,1,0,3,2,1,1,0,0,0,win,1,0,0
38,WC-1934,1934 FIFA Men's World Cup,M-1934-01,Austria vs France,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-114,Stadio Benito Mussolini,Turin,Italy,T-30,France,FRA,T-05,Austria,AUT,0,1,2,3,-1,1,0,0,0,lose,0,1,0
39,WC-1934,1934 FIFA Men's World Cup,M-1934-02,Czechoslovakia vs Romania,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-113,Stadio Littorio,Trieste,Italy,T-21,Czechoslovakia,CSK,T-61,Romania,ROU,1,0,2,1,1,0,0,0,0,win,1,0,0
40,WC-1934,1934 FIFA Men's World Cup,M-1934-02,Czechoslovakia vs Romania,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-113,Stadio Littorio,Trieste,Italy,T-61,Romania,ROU,T-21,Czechoslovakia,CSK,0,1,1,2,-1,0,0,0,0,lose,0,1,0
41,WC-1934,1934 FIFA Men's World Cup,M-1934-03,Germany vs Belgium,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-105,Stadio Giovanni Berta,Florence,Italy,T-31,Germany,DEU,T-06,Belgium,BEL,1,0,5,2,3,0,0,0,0,win,1,0,0
42,WC-1934,1934 FIFA Men's World Cup,M-1934-03,Germany vs Belgium,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-105,Stadio Giovanni Berta,Florence,Italy,T-06,Belgium,BEL,T-31,Germany,DEU,0,1,2,5,-3,0,0,0,0,lose,0,1,0
43,WC-1934,1934 FIFA Men's World Cup,M-1934-04,Hungary vs Egypt,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-108,Stadio Giorgio Ascarelli,Naples,Italy,T-36,Hungary,HUN,T-26,Egypt,EGY,1,0,4,2,2,0,0,0,0,win,1,0,0
44,WC-1934,1934 FIFA Men's World Cup,M-1934-04,Hungary vs Egypt,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-108,Stadio Giorgio Ascarelli,Naples,Italy,T-26,Egypt,EGY,T-36,Hungary,HUN,0,1,2,4,-2,0,0,0,0,lose,0,1,0
45,WC-1934,1934 FIFA Men's World Cup,M-1934-05,Italy vs United States,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-111,Stadio Nazionale PNF,Rome,Italy,T-41,Italy,ITA,T-83,United States,USA,1,0,7,1,6,0,0,0,0,win,1,0,0
46,WC-1934,1934 FIFA Men's World Cup,M-1934-05,Italy vs United States,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-111,Stadio Nazionale PNF,Rome,Italy,T-83,United States,USA,T-41,Italy,ITA,0,1,1,7,-6,0,0,0,0,lose,0,1,0
47,WC-1934,1934 FIFA Men's World Cup,M-1934-06,Spain vs Brazil,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-106,Stadio Luigi Ferraris,Genoa,Italy,T-73,Spain,ESP,T-09,Brazil,BRA,1,0,3,1,2,0,0,0,0,win,1,0,0
48,WC-1934,1934 FIFA Men's World Cup,M-1934-06,Spain vs Brazil,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-106,Stadio Luigi Ferraris,Genoa,Italy,T-09,Brazil,BRA,T-73,Spain,ESP,0,1,1,3,-2,0,0,0,0,lose,0,1,0
49,WC-1934,1934 FIFA Men's World Cup,M-1934-07,Sweden vs Argentina,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-102,Stadio Renato Dall'Ara,Bologna,Italy,T-74,Sweden,SWE,T-03,Argentina,ARG,1,0,3,2,1,0,0,0,0,win,1,0,0
50,WC-1934,1934 FIFA Men's World Cup,M-1934-07,Sweden vs Argentina,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-102,Stadio Renato Dall'Ara,Bologna,Italy,T-03,Argentina,ARG,T-74,Sweden,SWE,0,1,2,3,-1,0,0,0,0,lose,0,1,0
51,WC-1934,1934 FIFA Men's World Cup,M-1934-08,Switzerland vs Netherlands,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-107,San Siro,Milan,Italy,T-75,Switzerland,CHE,T-48,Netherlands,NLD,1,0,3,2,1,0,0,0,0,win,1,0,0
52,WC-1934,1934 FIFA Men's World Cup,M-1934-08,Switzerland vs Netherlands,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-107,San Siro,Milan,Italy,T-48,Netherlands,NLD,T-75,Switzerland,CHE,0,1,2,3,-1,0,0,0,0,lose,0,1,0
53,WC-1934,1934 FIFA Men's World Cup,M-1934-09,Austria vs Hungary,quarter-finals,not applicable,0,1,0,0,1934-05-31,16:30,S-102,Stadio Renato Dall'Ara,Bologna,Italy,T-05,Austria,AUT,T-36,Hungary,HUN,1,0,2,1,1,0,0,0,0,win,1,0,0
54,WC-1934,1934 FIFA Men's World Cup,M-1934-09,Austria vs Hungary,quarter-finals,not applicable,0,1,0,0,1934-05-31,16:30,S-102,Stadio Renato Dall'Ara,Bologna,Italy,T-36,Hungary,HUN,T-05,Austria,AUT,0,1,1,2,-1,0,0,0,0,lose,0,1,0
55,WC-1934,1934 FIFA Men's World Cup,M-1934-10,Czechoslovakia vs Switzerland,quarter-finals,not applicable,0,1,0,0,1934-05-31,16:30,S-114,Stadio Benito Mussolini,Turin,Italy,T-21,Czechoslovakia,CSK,T-75,Switzerland,CHE,1,0,3,2,1,0,0,0,0,win,1,0,0
56,WC-1934,1934 FIFA Men's World Cup,M-1934-10,Czechoslovakia vs Switzerland,quarter-finals,not applicable,0,1,0,0,1934-05-31,16:30,S-114,Stadio Benito Mussolini,Turin,Italy,T-75,Switzerland,CHE,T-21,Czechoslovakia,CSK,0,1,2,3,-1,0,0,0,0,lose,0,1,0
57,WC-1934,1934 FIFA Men's World Cup,M-1934-11,Germany vs Sweden,quarter-finals,not applicable,0,1,0,0,1934-05-31,16:30,S-107,San Siro,Milan,Italy,T-31,Germany,DEU,T-74,Sweden,SWE,1,0,2,1,1,0,0,0,0,win,1,0,0
58,WC-1934,1934 FIFA Men's World Cup,M-1934-11,Germany vs Sweden,quarter-finals,not applicable,0,1,0,0,1934-05-31,16:30,S-107,San Siro,Milan,Italy,T-74,Sweden,SWE,T-31,Germany,DEU,0,1,1,2,-1,0,0,0,0,lose,0,1,0
59,WC-1934,1934 FIFA Men's World Cup,M-1934-12,Italy vs Spain,quarter-finals,not applicable,0,1,1,0,1934-05-31,16:30,S-105,Stadio Giovanni Berta,Florence,Italy,T-41,Italy,ITA,T-73,Spain,ESP,1,0,1,1,0,1,0,0,0,draw,0,0,1
60,WC-1934,1934 FIFA Men's World Cup,M-1934-12,Italy vs Spain,quarter-finals,not applicable,0,1,1,0,1934-05-31,16:30,S-105,Stadio Giovanni Berta,Florence,Italy,T-73,Spain,ESP,T-41,Italy,ITA,0,1,1,1,0,1,0,0,0,draw,0,0,1
61,WC-1934,1934 FIFA Men's World Cup,M-1934-13,Italy vs Spain,quarter-finals,not applicable,0,1,0,1,1934-06-01,16:30,S-105,Stadio Giovanni Berta,Florence,Italy,T-41,Italy,ITA,T-73,Spain,ESP,1,0,1,0,1,0,0,0,0,win,1,0,0
62,WC-1934,1934 FIFA Men's World Cup,M-1934-13,Italy vs Spain,quarter-finals,not applicable,0,1,0,1,1934-06-01,16:30,S-105,Stadio Giovanni Berta,Florence,Italy,T-73,Spain,ESP,T-41,Italy,ITA,0,1,0,1,-1,0,0,0,0,lose,0,1,0
63,WC-1934,1934 FIFA Men's World Cup,M-1934-14,Czechoslovakia vs Germany,semi-finals,not applicable,0,1,0,0,1934-06-03,16:30,S-111,Stadio Nazionale PNF,Rome,Italy,T-21,Czechoslovakia,CSK,T-31,Germany,DEU,1,0,3,1,2,0,0,0,0,win,1,0,0
64,WC-1934,1934 FIFA Men's World Cup,M-1934-14,Czechoslovakia vs Germany,semi-finals,not applicable,0,1,0,0,1934-06-03,16:30,S-111,Stadio Nazionale PNF,Rome,Italy,T-31,Germany,DEU,T-21,Czechoslovakia,CSK,0,1,1,3,-2,0,0,0,0,lose,0,1,0
65,WC-1934,1934 FIFA Men's World Cup,M-1934-15,Italy vs Austria,semi-finals,not applicable,0,1,0,0,1934-06-03,16:30,S-107,San Siro,Milan,Italy,T-41,Italy,ITA,T-05,Austria,AUT,1,0,1,0,1,0,0,0,0,win,1,0,0
66,WC-1934,1934 FIFA Men's World Cup,M-1934-15,Italy vs Austria,semi-finals,not applicable,0,1,0,0,1934-06-03,16:30,S-107,San Siro,Milan,Italy,T-05,Austria,AUT,T-41,Italy,ITA,0,1,0,1,-1,0,0,0,0,lose,0,1,0
67,WC-1934,1934 FIFA Men's World Cup,M-1934-16,Germany vs Austria,third-place match,not applicable,0,1,0,0,1934-06-07,18:00,S-108,Stadio Giorgio Ascarelli,Naples,Italy,T-31,Germany,DEU,T-05,Austria,AUT,1,0,3,2,1,0,0,0,0,win,1,0,0
68,WC-1934,1934 FIFA Men's World Cup,M-1934-16,Germany vs Austria,third-place match,not applicable,0,1,0,0,1934-06-07,18:00,S-108,Stadio Giorgio Ascarelli,Naples,Italy,T-05,Austria,AUT,T-31,Germany,DEU,0,1,2,3,-1,0,0,0,0,lose,0,1,0
69,WC-1934,1934 FIFA Men's World Cup,M-1934-17,Italy vs Czechoslovakia,final,not applicable,0,1,0,0,1934-06-10,17:00,S-111,Stadio Nazionale PNF,Rome,Italy,T-41,Italy,ITA,T-21,Czechoslovakia,CSK,1,0,2,1,1,1,0,0,0,win,1,0,0
70,WC-1934,1934 FIFA Men's World Cup,M-1934-17,Italy vs Czechoslovakia,final,not applicable,0,1,0,0,1934-06-10,17:00,S-111,Stadio Nazionale PNF,Rome,Italy,T-21,Czechoslovakia,CSK,T-41,Italy,ITA,0,1,1,2,-1,1,0,0,0,lose,0,1,0
71,WC-1938,1938 FIFA Men's World Cup,M-1938-01,Switzerland vs Germany,round of 16,not applicable,0,1,1,0,1938-06-04,17:00,S-068,Parc des Princes,Paris,France,T-75,Switzerland,CHE,T-31,Germany,DEU,1,0,1,1,0,1,0,0,0,draw,0,0,1
72,WC-1938,1938 FIFA Men's World Cup,M-1938-01,Switzerland vs Germany,round of 16,not applicable,0,1,1,0,1938-06-04,17:00,S-068,Parc des Princes,Paris,France,T-31,Germany,DEU,T-75,Switzerland,CHE,0,1,1,1,0,1,0,0,0,draw,0,0,1
73,WC-1938,1938 FIFA Men's World Cup,M-1938-02,Cuba vs Romania,round of 16,not applicable,0,1,1,0,1938-06-05,17:00,S-077,Stade du T.O.E.C.,Toulouse,France,T-19,Cuba,CUB,T-61,Romania,ROU,1,0,3,3,0,1,0,0,0,draw,0,0,1
74,WC-1938,1938 FIFA Men's World Cup,M-1938-02,Cuba vs Romania,round of 16,not applicable,0,1,1,0,1938-06-05,17:00,S-077,Stade du T.O.E.C.,Toulouse,France,T-61,Romania,ROU,T-19,Cuba,CUB,0,1,3,3,0,1,0,0,0,draw,0,0,1
75,WC-1938,1938 FIFA Men's World Cup,M-1938-03,France vs Belgium,round of 16,not applicable,0,1,0,0,1938-06-05,17:00,S-069,Stade Olympique de Colombes,Paris,France,T-30,France,FRA,T-06,Belgium,BEL,1,0,3,1,2,0,0,0,0,win,1,0,0
76,WC-1938,1938 FIFA Men's World Cup,M-1938-03,France vs Belgium,round of 16,not applicable,0,1,0,0,1938-06-05,17:00,S-069,Stade Olympique de Colombes,Paris,France,T-06,Belgium,BEL,T-30,France,FRA,0,1,1,3,-2,0,0,0,0,lose,0,1,0
77,WC-1938,1938 FIFA Men's World Cup,M-1938-04,Hungary vs Dutch East Indies,round of 16,not applicable,0,1,0,0,1938-06-05,17:00,S-071,Vélodrome Municipal,Reims,France,T-36,Hungary,HUN,T-23,Dutch East Indies,IDN,1,0,6,0,6,0,0,0,0,win,1,0,0
78,WC-1938,1938 FIFA Men's World Cup,M-1938-04,Hungary vs Dutch East Indies,round of 16,not applicable,0,1,0,0,1938-06-05,17:00,S-071,Vélodrome Municipal,Reims,France,T-23,Dutch East Indies,IDN,T-36,Hungary,HUN,0,1,0,6,-6,0,0,0,0,lose,0,1,0
79,WC-1938,1938 FIFA Men's World Cup,M-1938-05,Italy vs Norway,round of 16,not applicable,0,1,0,0,1938-06-05,17:00,S-064,Stade Vélodrome,Marseille,France,T-41,Italy,ITA,T-53,Norway,NOR,1,0,2,1,1,1,0,0,0,win,1,0,0
80,WC-1938,1938 FIFA Men's World Cup,M-1938-05,Italy vs Norway,round of 16,not applicable,0,1,0,0,1938-06-05,17:00,S-064,Stade Vélodrome,Marseille,France,T-53,Norway,NOR,T-41,Italy,ITA,0,1,1,2,-1,1,0,0,0,lose,0,1,0
81,WC-1938,1938 FIFA Men's World Cup,M-1938-06,Brazil vs Poland,round of 16,not applicable,0,1,0,0,1938-06-05,17:30,S-075,Stade de la Meinau,Strasbourg,France,T-09,Brazil,BRA,T-57,Poland,POL,1,0,6,5,1,1,0,0,0,win,1,0,0
82,WC-1938,1938 FIFA Men's World Cup,M-1938-06,Brazil vs Poland,round of 16,not applicable,0,1,0,0,1938-06-05,17:30,S-075,Stade de la Meinau,Strasbourg,France,T-57,Poland,POL,T-09,Brazil,BRA,0,1,5,6,-1,1,0,0,0,lose,0,1,0
83,WC-1938,1938 FIFA Men's World Cup,M-1938-07,Czechoslovakia vs Netherlands,round of 16,not applicable,0,1,0,0,1938-06-05,18:30,S-058,Stade Jules Deschaseaux,Le Havre,France,T-21,Czechoslovakia,CSK,T-48,Netherlands,NLD,1,0,3,0,3,1,0,0,0,win,1,0,0
84,WC-1938,1938 FIFA Men's World Cup,M-1938-07,Czechoslovakia vs Netherlands,round of 16,not applicable,0,1,0,0,1938-06-05,18:30,S-058,Stade Jules Deschaseaux,Le Havre,France,T-48,Netherlands,NLD,T-21,Czechoslovakia,CSK,0,1,0,3,-3,1,0,0,0,lose,0,1,0
85,WC-1938,1938 FIFA Men's World Cup,M-1938-08,Cuba vs Romania,round of 16,not applicable,0,1,0,1,1938-06-09,18:00,S-077,Stade du T.O.E.C.,Toulouse,France,T-19,Cuba,CUB,T-61,Romania,ROU,1,0,2,1,1,0,0,0,0,win,1,0,0
86,WC-1938,1938 FIFA Men's World Cup,M-1938-08,Cuba vs Romania,round of 16,not applicable,0,1,0,1,1938-06-09,18:00,S-077,Stade du T.O.E.C.,Toulouse,France,T-61,Romania,ROU,T-19,Cuba,CUB,0,1,1,2,-1,0,0,0,0,lose,0,1,0
87,WC-1938,1938 FIFA Men's World Cup,M-1938-09,Switzerland vs Germany,round of 16,not applicable,0,1,0,1,1938-06-09,18:00,S-068,Parc des Princes,Paris,France,T-75,Switzerland,CHE,T-31,Germany,DEU,1,0,4,2,2,0,0,0,0,win,1,0,0
88,WC-1938,1938 FIFA Men's World Cup,M-1938-09,Switzerland vs Germany,round of 16,not applicable,0,1,0,1,1938-06-09,18:00,S-068,Parc des Princes,Paris,France,T-31,Germany,DEU,T-75,Switzerland,CHE,0,1,2,4,-2,0,0,0,0,lose,0,1,0
89,WC-1938,1938 FIFA Men's World Cup,M-1938-10,Brazil vs Czechoslovakia,quarter-finals,not applicable,0,1,1,0,1938-06-12,17:00,S-056,Stade du Parc Lescure,Bordeaux,France,T-09,Brazil,BRA,T-21,Czechoslovakia,CSK,1,0,1,1,0,1,0,0,0,draw,0,0,1
90,WC-1938,1938 FIFA Men's World Cup,M-1938-10,Brazil vs Czechoslovakia,quarter-finals,not applicable,0,1,1,0,1938-06-12,17:00,S-056,Stade du Parc Lescure,Bordeaux,France,T-21,Czechoslovakia,CSK,T-09,Brazil,BRA,0,1,1,1,0,1,0,0,0,draw,0,0,1
91,WC-1938,1938 FIFA Men's World Cup,M-1938-11,Hungary vs Switzerland,quarter-finals,not applicable,0,1,0,0,1938-06-12,17:00,S-061,Stade Victor Boucquey,Lille,France,T-36,Hungary,HUN,T-75,Switzerland,CHE,1,0,2,0,2,0,0,0,0,win,1,0,0
92,WC-1938,1938 FIFA Men's World Cup,M-1938-11,Hungary vs Switzerland,quarter-finals,not applicable,0,1,0,0,1938-06-12,17:00,S-061,Stade Victor Boucquey,Lille,France,T-75,Switzerland,CHE,T-36,Hungary,HUN,0,1,0,2,-2,0,0,0,0,lose,0,1,0
